PLM开发工程师(Teamcenter/java),深圳市银宝山新科技股份有限公司,上市公司,5000-10000人,机械/设备/重工,1-1.5万/月,深圳-宝安区,3-4年经验,大专,招1人,03-24发布,,,五险一金;专业培训;定期体检;住房补贴;带薪年假;节日福利,
Java中级开发工程师,中兴软件技术（南昌）有限公司,民营公司,500-1000人,计算机软件,0.8-1.5万/月,宁波,3-4年经验,大专,招2人,03-24发布,,,五险一金;专业培训;免费班车;年终奖金;周末双休;带薪年假;定期体检;员工旅游,
Java开发工程师（京东A+轮）,深圳市凌雄租赁服务有限公司,民营公司,500-1000人,计算机服务(系统、数据服务、维修),1.6-2.3万/月,深圳-福田区,3-4年经验,本科,招1人,03-24发布,,,弹性工作;带薪年假;五险一金;包住宿;绩效奖金;节日福利,
Java开发工程师（急招）,浙江浙科信息技术有限公司,民营公司,50-150人,计算机软件,1-3万/月,杭州-西湖区,1年经验,本科,招5人,03-24发布,英语良好,计算机科学与技术 软件工程,五险一金;享受法定假;带薪年假;周末双休;节日福利;高温补贴;全勤奖;年终奖金,
Java开发工程师,珠海三益堂科技有限公司,民营公司,150-500人,互联网/电子商务,0.8-1.3万/月,珠海,1年经验,本科,招1人,03-24发布,,,员工旅游;专业培训;节日福利;包吃;绩效奖金;带薪年假,
Java开发工程师,上海恒格信息科技有限公司,民营公司,50-150人,计算机软件,1.2-1.8万/月,上海-长宁区,5-7年经验,大专,招1人,03-24发布,,,五险一金;年终奖金;带薪年假;节日福利;免费班车;定期体检,
Java高级开发工程师,武汉有意思电子商务有限公司,民营公司,50-150人,互联网/电子商务,0.8-1.5万/月,武汉-东湖新技术产业开发区,3-4年经验,大专,招2人,03-24发布,,,五险一金;绩效奖金;专业培训;地铁周边;扁平管理;创业氛围;领导nice;分享经济,
java研发经理,成都青软青之软件有限公司,民营公司,50-150人,计算机软件,1.2-1.8万/月,成都-高新区,5-7年经验,本科,招1人,03-24发布,,,五险一金;绩效奖金;年终奖金;节日福利;加班补助,
Java开发工程师-综合分析,中科三清科技有限公司,国企,150-500人,环保,0.8-1.2万/月,北京-朝阳区,2年经验,本科,招2人,03-24发布,,,五险一金;补充医疗保险;补充公积金;餐饮补贴;员工旅游;绩效奖金;年终奖金;股票期权;定期体检,
JAVA软件工程师,深圳市拜特科技股份有限公司,上市公司,150-500人,计算机软件,0.5-1万/月,济南,2年经验,本科,招若干人,03-24发布,,,五险一金;定期体检;员工旅游;带薪年假;弹性工作;专业培训;项目奖金;节日福利,
java大数据实训生,合肥合和信息科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,4.5-6千/月,合肥-蜀山区,无工作经验,本科,招8人,03-24发布,,,五险一金;年终奖金;节日福利;周末双休,
JAVA软件开发实习生,青岛比特微尔软件开发有限公司,外资（非欧美）,50-150人,计算机软件,3-4.5千/月,青岛-崂山区,无工作经验,大专,招4人,03-24发布,英语良好,计算机科学与技术 计算机科学,,
java开发/软件测试员实训生,广州粤嵌通信科技股份有限公司南昌分公司,民营公司,少于50人,通信/电信/网络设备,3-4.5千/月,南昌-红谷滩新区,无工作经验,大专,招若干人,03-24发布,,,,
Java高级开发工程师,上海柯杰科技有限公司,民营公司,1000-5000人,计算机软件,1.5-2万/月,深圳-宝安区,5-7年经验,大专,招1人,03-24发布,,,五险一金;餐饮补贴;年终奖金;绩效奖金;节日福利;带薪年假;周末双休,
Java开发工程师,杭州辉电信息科技有限公司,民营公司,50-150人,通信/电信/网络设备,0.9-1.8万/月,杭州-西湖区,2年经验,本科,招若干人,03-24发布,,,补充医疗保险;餐饮补贴;通讯补贴;员工旅游;交通补贴;氛围积极年轻;老板nice;团队培训;五险一金,
Java开发工程师,杭州好喜好科技有限公司,民营公司,少于50人,计算机软件,1-1.5万/月,杭州-江干区,3-4年经验,大专,招若干人,03-24发布,,,,
27212D-资深java开发工程师（深圳）				(职位编号：27212D),平安壹钱包,民营公司,1000-5000人,互联网/电子商务,2-2.5万/月,深圳-福田区,5-7年经验,本科,招2人,03-24发布,,,五险一金;绩效奖金;带薪年假;补充医疗保险;员工旅游,
Java高级开发工程师,上海麦子资产管理有限公司,民营公司,500-1000人,金融/投资/证券,2-2.5万/月,北京-海淀区,5-7年经验,本科,招1人,03-24发布,,,五险一金;员工旅游;年终奖金;定期体检,
JavaSoftwareEngineer,泰为信息科技（上海）有限公司,外资（欧美）,150-500人,计算机软件,1.5-2万/月,上海,1年经验,本科,招1人,03-24发布,,,五险一金;补充医疗保险;补充公积金;员工旅游;餐饮补贴;通讯补贴;出国机会;年终奖金;弹性工作;定期体检,
Java开发工程师,上海比孚信息科技有限公司,民营公司,150-500人,计算机软件,0.8-1.2万/月,上海-浦东新区,无工作经验,,招2人,03-24发布,,,五险一金,
