,Unnamed: 0,JobTitle,CompanyName,CompanyNature,CompanySize,IndustryField,Salary,Workplace,Workyear,Education,RecruitNumbers,ReleaseTime,PositionAdvantage,Standard,LowSalary,HighSalary,HighOrLow
0,0,C#高级开发工程师,上海北溟数据科技有限公司,合资,150-500人,金融/投资/证券,1.8-2.5万/月,上海,5-7年经验,大专,招2人,03-24发布,五险一金;餐饮补贴;专业培训;绩效奖金;带薪年假;节日福利;年终奖金;周末双休;餐补;晋升机会,3,18.0,25.0,1
1,1,C#高级软件开发工程师,南京朗赢信息技术有限公司,国企,50-150人,计算机服务(系统、数据服务、维修),1-1.5万/月,南京,3-4年经验,本科,招5人,03-24发布,五险一金;绩效奖金;员工旅游,3,10.0,15.0,1
2,2,Java、C#、C++开发员,山西大运汽车销售有限公司,民营公司,1000-5000人,机械/设备/重工,3-4.5千/月,运城,2年经验,本科,招若干人,03-24发布,带薪年假;五险一金;包吃;包三餐;包住宿;绩效奖金;节日福利;专业培训;高温补贴,2,3.0,4.5,1
3,3,.NET开发工程师（C#WPF）,广州云作科技有限公司,民营公司,50-150人,计算机软件,1-1.6万/月,广州,2年经验,大专,招3人,03-24发布,五险一金;餐饮补贴;交通补贴;年终奖金,3,10.0,16.0,1
4,4,C#开发经理,新印科技股份有限公司,民营公司,500-1000人,印刷/包装/造纸,1-1.5万/月,长沙,无工作经验,不限学历,招若干人,03-24发布,五险一金;带薪年假;节日福利;周末双休;餐饮补贴;包吃;包住宿,3,10.0,15.0,1
5,5,C#/WPF开发工程师,北京天睿空间科技股份有限公司,民营公司,50-150人,计算机软件,1.2-1.8万/月,北京,3-4年经验,本科,招1人,03-24发布,五险一金;通讯补贴;餐饮补贴;弹性工作;定期体检,3,12.0,18.0,1
6,6,C#软件工程师,上海欣电信息技术有限公司,民营公司,少于50人,计算机软件,0.6-1万/月,武汉,2年经验,本科,招2人,03-24发布,五险一金,3,6.0,10.0,1
7,7,.net高级软件工程师/C#高级软件开发/asp.net工程师,竞优信息技术（上海）有限公司北京分公司,外资（非欧美）,500-1000人,计算机软件,1-1.5万/月,北京,3-4年经验,本科,招4人,03-24发布,五险一金;绩效奖金;通讯补贴;员工旅游;周末双休;带薪年假,3,10.0,15.0,1
8,8,c#/.net软件工程师,深圳市百威智能科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,0.3-1万/月,深圳,1年经验,本科,招3人,03-24发布,五险一金,3,3.0,10.0,1
9,9,软件开发工程师（MES开发工程师（c#））,重庆渝江压铸有限公司,民营公司,5000-10000人,机械/设备/重工,0.6-1.2万/月,重庆,2年经验,不限学历,招1人,03-23发布,年终奖金;专业培训;免费班车;餐饮补贴;五险,3,6.0,12.0,1
10,10,C#高级软件开发工程师,武汉三佳医疗信息技术有限公司,民营公司,50-150人,计算机软件,0.6-1.3万/月,武汉,5-7年经验,大专,招若干人,03-23发布,绩效奖金;年终奖金;五险,3,6.0,13.0,1
11,11,C#软件工程师,佛山市佛盈盘古信息科技有限公司,民营公司,50-150人,通信/电信运营、增值服务,0.6-1万/月,佛山,1年经验,大专,招1人,03-23发布,五险一金;员工旅游;交通补贴;餐饮补贴;年终奖金;周末双休,3,6.0,10.0,1
12,12,硕士研究生java/C#开发工程师,山东国子软件股份有限公司,民营公司,500-1000人,计算机软件,0.8-1万/月,济南,无工作经验,硕士,招若干人,03-23发布,五险一金;交通补贴;餐饮补贴;通讯补贴;年终奖金;专业培训;节假日福利;工龄补贴,3,8.0,10.0,1
13,13,C#开发工程师,广东德生科技股份有限公司,上市公司,1000-5000人,计算机软件,0.7-1.2万/月,广州,2年经验,本科,招2人,03-23发布,五险一金;绩效奖金;定期体检;节假日福利;出差补贴;通讯补贴;专业培训;交通补贴,3,7.0,12.0,1
14,14,C#全栈开发工程师(CS/BS/APP),武汉百胜睿迪软件有限公司,民营公司,50-150人,计算机软件,0.8-1万/月,武汉,3-4年经验,本科,招2人,03-23发布,五险一金;年终奖金;定期体检;做五休二;节日福利;带薪年假,3,8.0,10.0,1
15,15,高级C#工程师,徐州信通科技有限公司,民营公司,少于50人,计算机软件,0.6-1.2万/月,徐州,无工作经验,不限学历,招1人,03-23发布,五险一金;绩效奖金;年终奖金;出差补贴;节假日福利,3,6.0,12.0,1
16,16,资深软件开发工程师(asp.net/C#),广州市箭冠网络科技有限公司,民营公司,500-1000人,互联网/电子商务,1-1.5万/月,广州,5-7年经验,本科,招1人,03-23发布,五险一金;员工旅游;餐饮补贴;绩效奖金;年终奖金;弹性工作,3,10.0,15.0,1
17,17,C#高级开发工程师、高级软件工程师,深圳市杰茂科技有限公司,民营公司,50-150人,计算机软件,1.5-2.5万/月,深圳,无工作经验,不限学历,招若干人,03-22发布,五险一金;员工旅游;年终奖金;不加班;加班补贴,3,15.0,25.0,1
19,19,c#程序员（.net）,湖南易融宝电子商务有限公司,民营公司,少于50人,互联网/电子商务,1-1.5万/月,长沙,无工作经验,不限学历,招1人,03-22发布,五险一金,3,10.0,15.0,1
20,20,C#软件开发工程师,上海光电医用电子仪器有限公司,外资（非欧美）,150-500人,医疗设备/器械,0.7-1.2万/月,上海,1年经验,大专,招1人,03-22发布,五险一金;补充医疗保险;补充公积金;员工旅游;交通补贴;餐饮补贴;年终奖金;定期体检,3,7.0,12.0,1
21,21,.NET开发/c#程序员,海南贝瑞科技有限公司,民营公司,少于50人,互联网/电子商务,3-6千/月,海口,3-4年经验,大专,招1人,03-22发布,做五休二;周末双休;月员工聚餐;节假日放假;氛围轻松;晋升快;五险一金,2,3.0,6.0,1
22,22,C#开发工程师,合肥高维数据技术有限公司,民营公司,50-150人,计算机软件,0.5-1万/月,合肥,5-7年经验,不限学历,招1人,03-22发布,五险一金;员工旅游;交通补贴;弹性工作;周末双休;年终奖金;股票期权,3,5.0,10.0,1
23,23,C#工程师（C/S）,参数餐饮管理（佛山）有限公司,民营公司,少于50人,计算机软件,6-8千/月,佛山,无工作经验,大专,招1人,03-22发布,五险一金,2,6.0,8.0,1
24,24,C#软件工程师,广东劳卡家具有限公司,民营公司,1000-5000人,家具/家电/玩具/礼品,0.5-1万/月,广州,1年经验,大专,招1人,03-22发布,绩效奖金;年终奖金;专业培训;餐饮补贴;免费住宿;员工旅游;发展空间大;带薪年假;节日福利;五险,3,5.0,10.0,1
25,25,C#开发工程师,上海默礼生物医药科技有限公司,民营公司,少于50人,医疗设备/器械,2.5-3万/月,苏州,2年经验,大专,招2人,03-22发布,五险一金;交通补贴;餐饮补贴;通讯补贴;定期体检;专业培训,3,25.0,30.0,1
26,26,C#开发工程师,南京祖母绿智能科技有限公司,民营公司,少于50人,计算机软件,1-2万/月,南京,2年经验,本科,招2人,03-22发布,五险一金;年终奖金,3,10.0,20.0,1
27,27,C++/C#软件开发工程师,北京优诺信创科技有限公司,民营公司,50-150人,通信/电信/网络设备,0.6-1万/月,西安,1年经验,本科,招2人,03-22发布,五险一金;绩效奖金;弹性工作;专业培训;年终奖金;定期体检;员工旅游;午餐会;生日会;羽毛球,3,6.0,10.0,1
28,28,C++、C#软件工程师,大连成信科技有限公司,创业公司,50-150人,计算机软件,0.6-1.2万/月,大连,3-4年经验,本科,招2人,03-22发布,五险一金;定期体检;年终奖金;交通补贴;补充医疗保险;补充公积金;专业培训;餐饮补贴,3,6.0,12.0,1
29,29,C#软件工程师（Winform）,广州市易鸿智能装备有限公司,民营公司,150-500人,仪器仪表/工业自动化,8-19万/年,广州,2年经验,大专,招2人,03-22发布,五险一金;绩效奖金;通讯补贴;交通补贴,4,6.666666666666666,15.833333333333332,1
30,30,软件（C#）开发工程师,四川物联亿达科技有限公司,民营公司,150-500人,计算机软件,0.7-1.2万/月,成都,2年经验,大专,招2人,03-22发布,五险一金;餐饮补贴;通讯补贴;弹性工作;带薪年假;周末双休,3,7.0,12.0,1
31,31,C#中级开发工程师				(职位编号：2018GCSZ),中华商务贸易公司,国企,150-500人,贸易/进出口,0.9-1.8万/月,广州,2年经验,大专,招2人,03-22发布,五险一金;交通补贴;员工旅游;餐饮补贴;定期体检,3,9.0,18.0,1
32,32,.netc#/小程序web开发,杭州锐达数字技术有限公司,民营公司,50-150人,计算机软件,4.5-6.5千/月,杭州,1年经验,大专,招1人,03-22发布,五险一金;弹性工作;定期体检;绩效奖金;餐饮补贴;员工旅游;年终奖金;周末双休;高温补贴;过节费,2,4.5,6.5,1
33,33,C#/.NET工程师,深圳市三希软件科技有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),0.8-1.5万/月,深圳,1年经验,本科,招10人,03-22发布,五险一金;员工旅游;年终奖金;定期体检;餐饮补贴;专业培训,3,8.0,15.0,1
34,34,软件开发工程师软件开发C#,南京卓胜自动化设备有限公司,民营公司,50-150人,新能源,1.5-2.5万/月,南京,无工作经验,本科,招2人,03-22发布,员工旅游;餐饮补贴;绩效奖金;年终奖金,3,15.0,25.0,1
35,35,C#,深圳市纵横通信息技术有限公司,民营公司,150-500人,通信/电信/网络设备,1-1.5万/月,深圳,1年经验,本科,招2人,03-22发布,五险一金;员工旅游;交通补贴;餐饮补贴;专业培训;绩效奖金;年终奖金;定期体检,3,10.0,15.0,1
36,36,急聘C#（winform）工程师,河南逐鹿网络科技有限公司,民营公司,50-150人,互联网/电子商务,5-7千/月,洛阳,1年经验,大专,招2人,03-22发布,公司拓展;绩效奖金;加班补助;带薪休假;五险,2,5.0,7.0,1
37,37,C#开发工程师,安徽汇智信息技术有限公司,民营公司,50-150人,计算机软件,4-7千/月,合肥,无工作经验,本科,招2人,03-22发布,五险一金;交通补贴;餐饮补贴;通讯补贴;绩效奖金;年终奖金;周末双休;年终双薪;节日福利;住宿条件优渥,2,4.0,7.0,1
38,38,C#软件开发工程师,武汉蓝筹科技有限公司,民营公司,50-150人,计算机软件,0.7-1万/月,武汉,2年经验,大专,招若干人,03-22发布,五险一金;周末双休;弹性工作;定期体检;餐饮补贴;出国机会,3,7.0,10.0,1
39,39,C#开发工程师,南京烽火星空通信发展有限公司,国企,1000-5000人,计算机软件,0.8-1.6万/月,南京,无工作经验,不限学历,招若干人,03-22发布,五险一金;补充医疗保险;交通补贴;餐饮补贴;年终奖金;定期体检;节日福利,3,8.0,16.0,1
40,40,软件储备（JAVA、数据库、嵌入式、c#、手机APP）,南京音飞储存设备（集团）股份有限公司,上市公司,500-1000人,机械/设备/重工,5-7千/月,南京,无工作经验,本科,招10人,03-22发布,五险一金,2,5.0,7.0,1
41,41,C#高级软件工程师,深圳市道控技术有限公司,民营公司,150-500人,互联网/电子商务,1-1.8万/月,深圳,2年经验,大专,招3人,03-22发布,五险一金;员工旅游;生日会;年终奖金;周末双休;带薪年假,3,10.0,18.0,1
42,42,C#软件工程师,宁波菊风系统软件有限公司,民营公司,50-150人,计算机软件,0.8-1万/月,宁波,3-4年经验,本科,招若干人,03-22发布,五险一金;绩效奖金;年终奖金;股票期权;定期体检,3,8.0,10.0,1
43,43,C#工程师,深圳泰首智能技术有限公司,民营公司,50-150人,计算机软件,0.7-1万/月,深圳,3-4年经验,本科,招5人,03-22发布,五险一金,3,7.0,10.0,1
44,44,C#开发工程师,东莞龙腾云教育科技有限公司,民营公司,少于50人,计算机软件,0.9-1.5万/月,东莞,1年经验,大专,招2人,03-22发布,五险一金;餐饮补贴;通讯补贴;专业培训;定期体检;员工旅游;弹性工作;交通补贴;大小休,3,9.0,15.0,1
45,45,MES开发(C#)工程师,浙江隐齿丽医学技术有限公司,民营公司,150-500人,医疗设备/器械,1-2万/月,嘉兴,3-4年经验,不限学历,招3人,03-22发布,五险一金;餐饮补贴;专业培训;绩效奖金;周末双休,3,10.0,20.0,1
46,46,C#开发工程师,上海偲睿科技有限公司,民营公司,少于50人,通信/电信/网络设备,0.5-1万/月,上海,无工作经验,不限学历,招2人,03-22发布,五险一金;弹性工作;股票期权;绩效奖金;年终奖金,3,5.0,10.0,1
47,47,C#开发工程师,深圳市商聚投智投资有限公司,民营公司,50-150人,互联网/电子商务,1.2-1.5万/月,深圳,2年经验,本科,招1人,03-22发布,做五休二;弹性工作;绩效奖金;交通补贴;餐饮补贴;通讯补贴;住房补贴;专业培训,3,12.0,15.0,1
48,48,C#开发工程师,安徽皖仪科技股份有限公司,民营公司,500-1000人,仪器仪表/工业自动化,0.8-1万/月,合肥,无工作经验,不限学历,招1人,03-22发布,五险一金;员工旅游;交通补贴;餐饮补贴;通讯补贴;专业培训;绩效奖金;年终奖金;弹性工作,3,8.0,10.0,1
49,49,C#开发工程师,腾博国际商务有限公司,民营公司,150-500人,多元化业务集团公司,1.5-2.5万/月,深圳,3-4年经验,本科,招1人,03-22发布,五险一金;定期体检;出国机会;年终奖金;员工旅游;绩效奖金;专业培训;全勤奖;商业保险;年底双薪,3,15.0,25.0,1
50,50,C#软件工程师,深圳市联星服装辅料有限公司,民营公司,1000-5000人,服装/纺织/皮革,1-1.8万/月,深圳,无工作经验,大专,招1人,03-22发布,五险一金,3,10.0,18.0,1
51,51,C#/.Net程序开发工程师（诚龙-上海）,精诚胜龙信息系统有限公司,外资（非欧美）,500-1000人,金融/投资/证券,1-1.5万/月,上海,2年经验,本科,招1人,03-22发布,五险一金,3,10.0,15.0,1
52,52,上位机软件开发c#,苏州优众企业管理咨询有限公司,民营公司,500-1000人,专业服务(咨询、人力资源、财会),1.5-2万/月,无锡,无工作经验,不限学历,招若干人,03-22发布,五险一金;年终奖金;员工旅游;专业培训;绩效奖金;弹性工作;定期体检,3,15.0,20.0,1
53,53,C#软件工程师,聚融医疗科技（杭州）有限公司,民营公司,50-150人,医疗设备/器械,0.6-1.2万/月,西安,2年经验,本科,招2人,03-22发布,五险一金,3,6.0,12.0,1
54,54,急招C#开发工程师（WPF方向）,广州宸瑞软件科技有限公司,民营公司,50-150人,计算机软件,0.8-1.5万/月,广州,1年经验,本科,招若干人,03-22发布,餐饮补贴;通讯补贴;五险一金;带薪年假;周末双休;年底双薪;年终奖金,3,8.0,15.0,1
55,55,C#/.NET程序员,徐州海派科技有限公司,民营公司,少于50人,计算机软件,0.6-1万/月,徐州,1年经验,大专,招5人,03-22发布,五险一金;员工旅游;定期体检;绩效奖金,3,6.0,10.0,1
56,56,C#软件工程师（能量管理软件开发）,上海大周信息科技有限公司,民营公司,少于50人,新能源,0.8-2万/月,上海,1年经验,本科,招若干人,03-22发布,五险一金;餐饮补贴;绩效奖金;年终奖金;弹性工作;生日津贴,3,8.0,20.0,1
57,57,C#软件工程师,昆山新创力电子设备有限公司,民营公司,150-500人,机械/设备/重工,1-2万/月,昆山,3-4年经验,大专,招若干人,03-22发布,五险一金;餐饮补贴;出国机会;绩效奖金;员工旅游;年终奖金,3,10.0,20.0,1
58,58,.NET软件工程师（C#+B/S+WEBFORM+MVC）,星软集团有限公司,民营公司,150-500人,计算机软件,0.7-1.4万/月,杭州,无工作经验,不限学历,招2人,03-22发布,五险一金,3,7.0,14.0,1
59,59,c#软件工程师,北京卡索众和科技有限公司,民营公司,150-500人,仪器仪表/工业自动化,6-8千/月,昆明,无工作经验,本科,招2人,03-22发布,五险一金;绩效奖金;餐饮补贴,2,6.0,8.0,1
60,60,C++\C#软件工程师,中工科安科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,0.8-2万/月,合肥,1年经验,本科,招2人,03-22发布,五险一金;餐饮补贴;专业培训;补充公积金;免费班车;年终奖金;绩效奖金,3,8.0,20.0,1
61,61,C#开发工程师,墨点狗智能科技（东莞）有限公司,民营公司,50-150人,计算机软件,6-8千/月,东莞,无工作经验,不限学历,招若干人,03-22发布,五险一金,2,6.0,8.0,1
62,62,C#软件工程师,广东泓胜科技股份有限公司,上市公司,50-150人,计算机软件,0.8-1万/月,佛山,2年经验,大专,招3人,03-22发布,五险一金;周末双休;员工旅游;14薪;带薪年假;住房补贴;包吃;定期体检,3,8.0,10.0,1
63,63,C#高级开发工程师,深圳国泰安教育技术有限公司,合资,1000-5000人,教育/培训/院校,1.5-2.5万/月,深圳,5-7年经验,本科,招1人,03-22发布,五险一金;年终奖金;专业培训,3,15.0,25.0,1
64,64,C#开发工程师,广州数建信息科技有限公司,民营公司,50-150人,建筑/建材/工程,0.8-1.5万/月,广州,2年经验,大专,招2人,03-22发布,五险一金;周末双休;节日福利,3,8.0,15.0,1
65,65,C#开发工程师,中软国际教育集团,民营公司,150-500人,计算机软件,0.7-1.1万/月,大连,3-4年经验,大专,招3人,03-22发布,五险一金;周末双休;带薪年假;交通补贴;节日福利;补充医疗保险;年终奖金;定期体检,3,7.0,11.0,1
66,66,C#开发工程师,青岛百灵信息科技股份有限公司,外资（非欧美）,150-500人,计算机软件,0.8-1万/月,青岛,3-4年经验,本科,招1人,03-22发布,五险一金;补充医疗保险;补充公积金;弹性工作;定期体检;员工旅游;股票期权,3,8.0,10.0,1
67,67,c#web程序员,广州扬盛计算机软件有限公司,民营公司,150-500人,计算机软件,0.8-1.8万/月,广州,1年经验,大专,招若干人,03-22发布,五险一金,3,8.0,18.0,1
68,68,C#软件开发工程师,深圳晓风互联网金融服务有限公司,民营公司,少于50人,互联网/电子商务,0.7-1.2万/月,重庆,3-4年经验,大专,招1人,03-22发布,五险一金,3,7.0,12.0,1
69,69,MESseniorengineer(C++/C#),赫比国际有限公司,外资（非欧美）,10000人以上,多元化业务集团公司,2.5-2.9万/月,上海,无工作经验,不限学历,招若干人,03-22发布,免费班车;五险一金;绩效奖金;餐饮补贴,3,25.0,29.0,1
70,70,C#开发工程师,安科讯（福建）科技有限公司,上市公司,150-500人,通信/电信/网络设备,0.8-1.3万/月,福州,1年经验,本科,招1人,03-22发布,五险一金;餐饮补贴;交通补贴;周末双休;14薪;学历补贴;高温补贴;节日福利;生日福利;弹性工作,3,8.0,13.0,1
71,71,C#开发工程师,广州碧软信息科技有限公司,合资,500-1000人,计算机软件,1-1.5万/月,广州,5-7年经验,本科,招2人,03-22发布,五险一金;年终奖金;绩效奖金;带薪年假,3,10.0,15.0,1
72,72,ASP.NET开发工程师(C#方向),北京聚源锐思数据科技有限公司,民营公司,50-150人,计算机软件,0.8-1万/月,北京,1年经验,大专,招2人,03-22发布,五险一金,3,8.0,10.0,1
73,73,C#开发工程师,南京欣威视通信息科技股份有限公司,上市公司,50-150人,电子技术/半导体/集成电路,0.6-1.2万/月,南京,无工作经验,不限学历,招1人,03-22发布,五险一金;员工旅游;交通补贴;餐饮补贴;年终奖金;定期体检;专业培训,3,6.0,12.0,1
74,74,.NET/c#软件开发工程师,青岛国合房地产开发有限公司,民营公司,50-150人,房地产,0.8-1万/月,青岛,无工作经验,大专,招1人,03-22发布,五险一金,3,8.0,10.0,1
75,75,高级C#.Net开发工程师-天河上班,广东青易科技有限公司,民营公司,少于50人,互联网/电子商务,1-1.5万/月,佛山,3-4年经验,大专,招3人,03-22发布,五险一金,3,10.0,15.0,1
76,76,C#MES开发工程师,佛山市南海天富科技有限公司,民营公司,150-500人,仪器仪表/工业自动化,0.8-1.5万/月,杭州,1年经验,本科,招3人,03-22发布,五险一金,3,8.0,15.0,1
77,77,C#开发工程师,杭州佐格通信设备有限公司,民营公司,50-150人,仪器仪表/工业自动化,0.6-1.5万/月,杭州,3-4年经验,本科,招若干人,03-22发布,做五休二;周末双休;带薪年假;绩效奖金;节日福利;高温补贴;五险;公司健身房;法定节日;公司旅游,3,6.0,15.0,1
78,78,C#高级开发工程师（南宁）,深圳市康士柏实业有限公司,民营公司,150-500人,机械/设备/重工,0.7-1万/月,南宁,5-7年经验,本科,招1人,03-22发布,五险一金;员工旅游;专业培训;出国机会;弹性工作;绩效奖金;周末双休,3,7.0,10.0,1
79,79,C#开发工程师,无锡云朋企业管理有限公司,民营公司,50-150人,互联网/电子商务,4-8千/月,无锡,3-4年经验,大专,招若干人,03-22发布,五险一金;上五休二;年终奖金;绩效奖金,2,4.0,8.0,1
80,80,c#开发工程师,杭州晨鹰军泰科技有限公司,民营公司,150-500人,计算机软件,0.6-1万/月,杭州,无工作经验,本科,招1人,03-22发布,餐饮补贴;通讯补贴;年终奖金;定期体检,3,6.0,10.0,1
81,81,C#软件开发工程师,武汉精测电子集团股份有限公司,上市公司,500-1000人,仪器仪表/工业自动化,0.8-1.5万/月,武汉,2年经验,本科,招1人,03-22发布,五险一金;定期体检;专业培训;免费班车;员工旅游;年终奖金;绩效奖金,3,8.0,15.0,1
82,82,C#开发工程师实习生,上海辰光医疗科技股份有限公司,民营公司,150-500人,医疗设备/器械,3-4.5千/月,上海,无工作经验,不限学历,招1人,03-22发布,五险一金,2,3.0,4.5,1
83,83,C#软件开发工程师,南京我乐家居股份有限公司,上市公司,1000-5000人,家具/家电/玩具/礼品,0.9-1.2万/月,南京,2年经验,本科,招1人,03-22发布,包三餐;包住宿;免费班车;节日福利;五险一金;周末双休;专业培训;绩效奖金;年终奖金,3,9.0,12.0,1
84,84,C#开发工程师,上海生物电子标识股份有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),0.8-1万/月,上海,2年经验,大专,招2人,03-22发布,五险一金;年终奖金;通讯补贴;做五休二;周末双休;带薪年假;节日福利,3,8.0,10.0,1
85,85,C#软件开发实习生,宁波易简电子科技有限公司,民营公司,150-500人,计算机软件,2-3千/月,宁波,无工作经验,本科,招若干人,03-22发布,五险一金,2,2.0,3.0,1
86,86,c#.net开发工程师,天津神州浩天科技有限公司,民营公司,500-1000人,计算机软件,5-8千/月,天津,2年经验,大专,招2人,03-22发布,五险一金;绩效奖金;年终奖金;定期体检;带薪年假;餐饮补贴;周末双休,2,5.0,8.0,1
87,87,C#开发工程师,成都云卫康医疗科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,0.8-1.2万/月,成都,3-4年经验,本科,招1人,03-22发布,五险一金;绩效奖金;年终奖金;股票期权;弹性工作,3,8.0,12.0,1
88,88,软件工程师（C#Unity3d）,广东悠派智能展示科技股份有限公司,上市公司,500-1000人,家居/室内设计/装潢,4-8千/月,广州,1年经验,大专,招2人,03-22发布,五险一金;专业培训;员工旅游;周末双休;带薪年假,2,4.0,8.0,1
89,89,C#开发工程师,北京汇天威科技有限公司,民营公司,50-150人,仪器仪表/工业自动化,1-1.5万/月,北京,无工作经验,不限学历,招2人,03-22发布,做五休二;周末双休;五险一金;全勤奖;节日福利;餐饮补贴;带薪年假,3,10.0,15.0,1
90,90,C#底层软件开发,重庆迈远科技有限公司,民营公司,50-150人,通信/电信运营、增值服务,5-7千/月,重庆,1年经验,大专,招2人,03-22发布,绩效奖金;五险;带薪年假;全勤奖;节日福利;餐饮补贴;生日礼金;员工旅游;弹性工作,2,5.0,7.0,1
91,91,.C#高级软件工程师,上海铁大电信科技股份有限公司,上市公司,150-500人,电子技术/半导体/集成电路,1.5-2万/月,上海,5-7年经验,本科,招1人,03-22发布,五险一金;交通补贴;餐饮补贴;专业培训;定期体检;绩效奖金,3,15.0,20.0,1
92,92,C#/VC软件工程师（资深）,上海诣阔软件有限公司,民营公司,50-150人,计算机软件,0.6-1万/月,上海,3-4年经验,本科,招5人,03-22发布,五险一金;员工旅游;专业培训;通讯补贴;做五休二;年终奖金,3,6.0,10.0,1
93,93,C#软件工程师（上位机）,儒拉玛特自动化技术（苏州）有限公司,外资（欧美）,500-1000人,汽车及零配件,10-15万/年,苏州,2年经验,本科,招1人,03-22发布,五险一金;免费班车;员工旅游;交通补贴;年终奖金;绩效奖金;专业培训;定期体检,4,8.333333333333334,12.5,1
94,94,C#.net,赞同科技股份有限公司,民营公司,1000-5000人,计算机软件,1-1.5万/月,合肥,5-7年经验,本科,招3人,03-22发布,五险一金;补充公积金;餐饮补贴;专业培训;定期体检,3,10.0,15.0,1
95,95,C#软件开发工程师,北京探索者软件股份有限公司,民营公司,150-500人,计算机软件,1-1.5万/月,北京,1年经验,本科,招2人,03-22发布,五险一金;专业培训;弹性工作;餐饮补贴;员工旅游;年终奖金;绩效奖金,3,10.0,15.0,1
96,96,C#/C++开发工程师,苏州浩辰软件股份有限公司,民营公司,150-500人,计算机软件,0.5-1万/月,苏州,1年经验,大专,招4人,03-22发布,五险一金;员工旅游;餐饮补贴;绩效奖金;年终奖金;定期体检,3,5.0,10.0,1
97,97,C#软件工程师,武汉索尔德测控技术有限公司,民营公司,少于50人,仪器仪表/工业自动化,8-10万/年,武汉,1年经验,大专,招3人,03-22发布,绩效奖金;五险一金;餐饮补贴;专业培训;出国机会;员工旅游;年终奖金;股票期权,4,6.666666666666666,8.333333333333334,1
98,98,C#开发工程师,成都中亚通茂科技股份有限公司,上市公司,150-500人,通信/电信/网络设备,0.7-1.3万/月,成都,3-4年经验,大专,招4人,03-22发布,上市公司;周末双休;带薪年假;年终奖金;员工旅游;六险一金;专业培训;弹性工作;绩效奖金,3,7.0,13.0,1
99,99,C#开发工程师,南京云石医疗科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,0.8-1万/月,南京,1年经验,大专,招4人,03-22发布,五险一金;员工旅游;餐饮补贴;专业培训;绩效奖金;年终奖金;定期体检;周末双休,3,8.0,10.0,1
100,100,.net系统架构师/C#高级程序员,都市118连锁酒店,民营公司,500-1000人,酒店/旅游,1-1.5万/月,青岛,1年经验,大专,招2人,03-22发布,五险一金;包吃;包住宿;包三餐;免费班车;绩效奖金;节日福利;交通补贴;通讯补贴,3,10.0,15.0,1
101,101,C#开发工程师,沈阳达策信息技术有限公司,民营公司,50-150人,计算机软件,5-7千/月,沈阳,2年经验,大专,招10人,03-22发布,五险一金,2,5.0,7.0,1
102,102,C#高级软件工程师,苏州华兴源创科技股份有限公司,民营公司,1000-5000人,电子技术/半导体/集成电路,0.8-1万/月,苏州,无工作经验,不限学历,招若干人,03-22发布,五险一金,3,8.0,10.0,1
103,103,.NET（C#）工程师,北京百师通教育科技有限公司,民营公司,50-150人,互联网/电子商务,0.8-1万/月,杭州,2年经验,不限学历,招1人,03-22发布,五险一金;员工旅游;餐饮补贴;弹性工作;绩效奖金;年终奖金;专业培训,3,8.0,10.0,1
104,104,C#.NET开发工程师,创能电子（深圳）有限公司,外资（非欧美）,150-500人,电子技术/半导体/集成电路,1-1.5万/月,深圳,无工作经验,不限学历,招3人,03-22发布,五险一金;周末双休;员工旅游;年终奖金,3,10.0,15.0,1
105,105,C#开发工程师（开发部）,广东安居宝数码科技股份有限公司,上市公司,1000-5000人,电子技术/半导体/集成电路,0.7-1.4万/月,广州,无工作经验,大专,招若干人,03-22发布,五险一金;免费班车;员工旅游;定期体检;年终奖金;绩效奖金;专业培训;节日福利;上市公司,3,7.0,14.0,1
106,106,C#开发工程师,南京圣菲工程技术有限公司,合资,少于50人,仪器仪表/工业自动化,0.6-1万/月,南京,无工作经验,不限学历,招1人,03-22发布,五险一金;交通补贴;餐饮补贴;通讯补贴;弹性工作;年终奖金;绩效奖金;公司发展好;专业培训;定期体检,3,6.0,10.0,1
107,107,C#/C++开发工程师,无锡新航信息科技有限公司,民营公司,少于50人,仪器仪表/工业自动化,6-8千/月,无锡,1年经验,不限学历,招1人,03-22发布,年终奖金;绩效奖金,2,6.0,8.0,1
108,108,.NET（C#）开发工程师,杭州中宝科技有限公司,民营公司,50-150人,计算机软件,0.7-1.5万/月,杭州,2年经验,本科,招1人,03-22发布,五险一金;绩效奖金;员工旅游;交通补贴;餐饮补贴;定期体检;带薪年假;周末双休;弹性工作;年终奖金,3,7.0,15.0,1
109,109,.NET(c#)软件工程师(急聘)				(职位编号：1),杭州飞时达软件有限公司,民营公司,50-150人,计算机软件,0.8-1万/月,杭州,2年经验,本科,招2人,03-22发布,五险一金;补充医疗保险;员工旅游;交通补贴;餐饮补贴;通讯补贴;专业培训;年终奖金;弹性工作,3,8.0,10.0,1
