,Unnamed: 0,JobTitle,CompanyName,CompanyNature,CompanySize,IndustryField,Salary,Workplace,Workyear,Education,RecruitNumbers,ReleaseTime,PositionAdvantage,Standard,LowSalary,HighSalary,HighOrLow
184,184,C#软件工程师,上海彩虹鱼海洋科技股份有限公司,民营公司,50-150人,多元化业务集团公司,0.6-3万/月,上海,2年经验,大专,招若干人,03-22发布,五险一金;弹性工作;出国机会;区域补贴;员工旅游;专业培训;股票期权;年终奖金;绩效奖金;定期体检,3,6.0,30.0,1
185,185,C#WindowsApplication程序员				(职位编号：3),埃姆特科技（大连）有限公司,外资（非欧美）,少于50人,计算机软件,4-8千/月,大连,无工作经验,大专,招若干人,03-22发布,五险一金;员工旅游;餐饮补贴;交通补贴;年终奖金,2,4.0,8.0,1
186,186,C#开发工程师,四川伯乐帮科技有限公司,民营公司,少于50人,互联网/电子商务,1-1.5万/月,成都,无工作经验,不限学历,招若干人,03-22发布,五险一金,3,10.0,15.0,1
187,187,C#软件开发工程师,东莞隽思印刷有限公司,外资（非欧美）,1000-5000人,印刷/包装/造纸,6-8千/月,东莞,1年经验,大专,招1人,03-22发布,五险一金,2,6.0,8.0,1
188,188,c/c#服务器工程师,苏州皓丸网络科技有限公司,民营公司,50-150人,网络游戏,1-2.5万/月,苏州,无工作经验,不限学历,招5人,03-22发布,五险一金,3,10.0,25.0,1
189,189,C#软件开发工程师				(职位编号：009),浙江博天科技有限公司,民营公司,少于50人,计算机软件,0.6-2万/月,宁波,无工作经验,本科,招5人,03-22发布,五险一金;员工旅游;绩效奖金;年终奖金;弹性工作;周末双休;包住,3,6.0,20.0,1
190,190,C#开发工程师,深圳市和智物联科技有限公司,民营公司,少于50人,计算机软件,1-2万/月,深圳,5-7年经验,大专,招3人,03-22发布,周末双休;带薪年假;五险一金;绩效奖金;节日福利,3,10.0,20.0,1
191,191,C#开发工程师,广州山页信息控制有限公司,民营公司,50-150人,电子技术/半导体/集成电路,0.7-1.4万/月,广州,2年经验,大专,招若干人,03-22发布,绩效奖金;员工旅游;定期体检;节日福利;全勤奖;带薪年假,3,7.0,14.0,1
192,192,C#高级软件开发工程师,深圳华视电子读写设备有限公司,民营公司,150-500人,电子技术/半导体/集成电路,1-2万/月,深圳,2年经验,大专,招2人,03-22发布,五险一金;员工旅游;绩效奖金;年终奖金;周末双休,3,10.0,20.0,1
193,193,高新诚聘C#，C/S软件工程师,西安朝阳医疗信息产业有限责任公司,民营公司,150-500人,计算机软件,1-1.5万/月,西安,3-4年经验,本科,招10人,03-22发布,餐饮补贴;年终奖金;员工旅游;出国机会;定期体检;弹性工作;免费班车,3,10.0,15.0,1
194,194,C#开发工程师				(职位编号：1),广州市云家居云科技有限公司,民营公司,50-150人,计算机软件,6-8千/月,广州,2年经验,大专,招2人,03-22发布,五险一金;年终奖金;专业培训;员工旅游,2,6.0,8.0,1
195,195,C#开发工程师,北京圣德安讯科技发展有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),1-1.5万/月,北京,3-4年经验,大专,招2人,03-22发布,周末双休;节日福利;包住宿;绩效奖金;餐饮补贴;通讯补贴,3,10.0,15.0,1
196,196,C#软件开发工程师,南京中兴维先信息技术有限公司,合资,50-150人,通信/电信/网络设备,0.7-1万/月,南京,2年经验,本科,招若干人,03-22发布,五险一金;绩效奖金;定期体检;员工旅游;餐饮补贴;通讯补贴;年终奖金;专业培训,3,7.0,10.0,1
197,197,C#开发工程师,苏州智泰腾迪信息科技有限公司,外资（非欧美）,少于50人,计算机软件,0.7-1万/月,苏州,无工作经验,不限学历,招2人,03-22发布,五险一金;餐饮补贴,3,7.0,10.0,1
198,198,JAVA;C#开发工程师,贝纳德科技（大连）有限公司,民营公司,50-150人,计算机软件,6-8千/月,成都,无工作经验,大专,招10人,03-22发布,五险一金;定期体检,2,6.0,8.0,1
199,199,C#软件开发工程师,欧蒙医学诊断（中国）有限公司,外资（欧美）,500-1000人,医疗设备/器械,1-1.5万/月,北京,无工作经验,不限学历,招1人,03-22发布,五险一金,3,10.0,15.0,1
200,200,C#开发工程师,太原鹏跃电子科技有限公司,国企,50-150人,仪器仪表/工业自动化,6-8千/月,太原,2年经验,本科,招5人,03-22发布,五险一金;餐饮补贴;年终奖金;定期体检,2,6.0,8.0,1
201,201,C#高级开发工程师,长沙市中智信息技术开发有限公司,民营公司,150-500人,计算机软件,1-1.5万/月,长沙,5-7年经验,大专,招3人,03-22发布,五险一金;绩效奖金;年终奖金;补充医疗保险;补充公积金;员工旅游;交通补贴;餐饮补贴;通讯补贴;专业培训,3,10.0,15.0,1
202,202,程序员C#asp.net软件开发,深圳市万人市场调查股份有限公司,上市公司,50-150人,专业服务(咨询、人力资源、财会),3.5-5千/月,深圳,无工作经验,不限学历,招2人,03-22发布,补充医疗保险;补充公积金;定期体检;绩效奖金;股票期权;员工旅游;餐饮补贴;假日福利;公司宿舍,2,3.5,5.0,1
203,203,C#开发实习生,广州易热捷信息技术有限公司,民营公司,50-150人,计算机软件,3-4.5千/月,广州,无工作经验,本科,招若干人,03-22发布,五险一金;交通补贴;年终奖金;定期体检,2,3.0,4.5,1
204,204,C#开发,北京华信杰通科技有限公司,民营公司,10000人以上,通信/电信/网络设备,6-8千/月,重庆,1年经验,本科,招1人,03-22发布,五险一金;交通补贴;餐饮补贴;节假日福利;通讯补贴;带薪年假;出差补助,2,6.0,8.0,1
205,205,C#NET程序员,无锡比益特科技有限公司,民营公司,50-150人,计算机软件,4-7千/月,无锡,1年经验,本科,招3人,03-22发布,五险一金;餐饮补贴;年终奖金;周末双休;绩效奖金;员工旅游,2,4.0,7.0,1
206,206,软件研发工程师（C#.NET）,海纳医信（北京）软件科技有限责任公司,合资,150-500人,计算机软件,0.8-1.5万/月,武汉,1年经验,本科,招1人,03-22发布,五险一金,3,8.0,15.0,1
207,207,C#.net高级研发工程师,成都恒华电力科技咨询有限责任公司,民营公司,150-500人,电气/电力/水利,0.5-1万/月,成都,无工作经验,大专,招2人,03-22发布,五险一金,3,5.0,10.0,1
208,208,C#开发工程师,佛山市海天调味食品股份有限公司,上市公司,1000-5000人,快速消费品(食品、饮料、化妆品),1-1.5万/月,佛山,1年经验,本科,招2人,03-22发布,五险一金;绩效奖金;专业培训;定期体检;员工旅游,3,10.0,15.0,1
209,209,C#开发工程师,广州市华标科技发展有限公司,民营公司,150-500人,计算机服务(系统、数据服务、维修),0.8-1.5万/月,广州,1年经验,本科,招1人,03-22发布,免费班车;员工旅游;餐饮补贴;年终奖金;定期体检;补充商业保险,3,8.0,15.0,1
210,210,C#winform软件开发工程师,成都达梦科技有限公司,民营公司,50-150人,计算机软件,0.5-1万/月,成都,3-4年经验,大专,招若干人,03-22发布,五险一金;补充医疗保险;定期体检;员工旅游,3,5.0,10.0,1
211,211,C#高级开发工程师,广州国机智能电力科技有限公司,民营公司,50-150人,仪器仪表/工业自动化,1-1.8万/月,广州,2年经验,大专,招5人,03-22发布,五险一金;绩效奖金;年终奖金;定期体检,3,10.0,18.0,1
212,212,C#WPF软件工程师,上海品臻影像科技有限公司,民营公司,50-150人,医疗设备/器械,1-1.5万/月,上海,1年经验,本科,招2人,03-22发布,做五休二;周末双休;带薪年假;住房补贴;五险一金;节日福利;绩效奖金,3,10.0,15.0,1
213,213,C#高级开发工程师（北斗）,西藏金采科技股份有限公司,民营公司,150-500人,通信/电信/网络设备,1.2-1.8万/月,成都,8-9年经验,本科,招1人,03-22发布,五险一金;周末双休;带薪年假;弹性工作;定期体检;年终奖金;项目奖金;加班少,3,12.0,18.0,1
214,214,C#高级开发工程师,信雅达（杭州）计算机服务有限公司,民营公司,1000-5000人,计算机服务(系统、数据服务、维修),0.8-1.5万/月,合肥,2年经验,大专,招若干人,03-22发布,五险一金;免费班车;员工旅游;餐饮补贴;专业培训;绩效奖金;弹性工作;周末双休,3,8.0,15.0,1
215,215,C#软件开发工程师,深圳市恩荣咨询有限公司,外资（非欧美）,50-150人,通信/电信/网络设备,1-1.5万/月,深圳,2年经验,大专,招2人,03-22发布,带薪年假;五险一金;周末双休;交通便利,3,10.0,15.0,1
216,216,C#开发工程师,广州耘宇电子科技有限公司,民营公司,50-150人,计算机软件,4-8千/月,广州,1年经验,大专,招若干人,03-22发布,五险一金;年终奖金,2,4.0,8.0,1
217,217,C#开发工程师,重庆智汇航安智能科技研究院有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),0.8-1.5万/月,重庆,3-4年经验,本科,招1人,03-22发布,五险一金;餐饮补贴;绩效奖金;年终奖金;交通补贴;通讯补贴;专业培训,3,8.0,15.0,1
218,218,高级.net/C#软件工程师,南京汇兴博业数字设备有限公司,民营公司,50-150人,电子技术/半导体/集成电路,0.8-1.2万/月,南京,3-4年经验,本科,招2人,03-22发布,五险一金;免费班车;餐饮补贴,3,8.0,12.0,1
219,219,C#开发工程师,TWO Group,外资（欧美）,150-500人,计算机软件,1-1.5万/月,广州,2年经验,不限学历,招1人,03-22发布,五险一金;免费班车;弹性工作,3,10.0,15.0,1
220,220,C#/C++开发工程师,江苏梦立渊软件技术有限公司,民营公司,50-150人,计算机软件,0.8-1万/月,南京,2年经验,大专,招若干人,03-22发布,五险一金;带薪年假;节日福利;年终奖金;绩效奖金;餐饮补贴,3,8.0,10.0,1
221,221,C#上位机软件工程师,上海拓璞数控科技股份有限公司,民营公司,150-500人,航天/航空,1.5-2万/月,上海,3-4年经验,本科,招5人,03-22发布,五险一金;免费班车;员工旅游;交通补贴;餐饮补贴;通讯补贴;绩效奖金,3,15.0,20.0,1
223,223,C#中级开发工程师,陕西银兴智能科技股份有限公司,民营公司,150-500人,仪器仪表/工业自动化,1-1.5万/月,西安,2年经验,本科,招2人,03-22发布,做五休二;周末双休;带薪年假;全勤奖;绩效奖金;节日福利;专业培训;交通补贴;通讯补贴,3,10.0,15.0,1
224,224,软件开发工程师（JAVA、C#方向）,大连和众信拓科技有限公司,民营公司,150-500人,计算机软件,0.8-2.5万/月,大连,3-4年经验,大专,招20人,03-22发布,五险一金;交通补贴;餐饮补贴;定期体检;出国机会;年终奖金;采暖补贴;加班补助,3,8.0,25.0,1
225,225,C#开发工程师,东方网力科技股份有限公司,上市公司,500-1000人,计算机软件,1-1.5万/月,重庆,3-4年经验,本科,招5人,03-22发布,五险一金;股票期权;绩效奖金;专业培训;通讯补贴;定期体检;餐饮补贴,3,10.0,15.0,1
226,226,C#开发工程师,广州能欣文化科技有限公司,民营公司,50-150人,计算机软件,0.7-1.4万/月,广州,2年经验,本科,招1人,03-22发布,年终奖金;股票期权;专业培训;绩效奖金;员工旅游;周末双休;带薪年假,3,7.0,14.0,1
227,227,软件工程师(C++;C#方向)				(职位编号：88),南京茂莱光学科技股份有限公司,民营公司,150-500人,仪器仪表/工业自动化,0.8-2.5万/月,南京,无工作经验,硕士,招1人,03-22发布,五险一金;年终奖金;员工旅游;餐饮补贴,3,8.0,25.0,1
228,228,C#软件工程师,浙江恒业电子有限公司,民营公司,500-1000人,仪器仪表/工业自动化,6-8千/月,杭州,1年经验,大专,招1人,03-22发布,五险;年终奖金;高温补贴;定期体检,2,6.0,8.0,1
229,229,SeniorEngineer-C#,优利（上海）信息技术有限公司,外资（欧美）,500-1000人,计算机软件,2-2.5万/月,上海,5-7年经验,本科,招1人,03-22发布,五险一金;补充医疗保险;补充公积金;免费班车;员工旅游;交通补贴;出国机会;定期体检,3,20.0,25.0,1
230,230,ASP.NET(C#)项目经理,深圳奎蛇软件科技有限公司,创业公司,少于50人,计算机软件,3-4万/月,深圳,8-9年经验,大专,招2人,03-22发布,五险一金;年终奖金;项目奖金,3,30.0,40.0,1
231,231,C#开发工程师（WPF）,北京美科艺数码科技发展有限公司,外资（欧美）,150-500人,电子技术/半导体/集成电路,0.6-1.2万/月,天津,无工作经验,不限学历,招2人,03-22发布,五险一金;餐饮补贴;定期体检;带薪年假,3,6.0,12.0,1
232,232,c#系统架构师,重庆世玛德智能制造有限公司上海分公司,合资,50-150人,机械/设备/重工,1.2-3万/月,上海,3-4年经验,大专,招若干人,03-22发布,五险一金;员工旅游;免费班车;绩效奖金;定期体检;专业培训,3,12.0,30.0,1
233,233,C#高级工程师,中兴网鲲信息科技（上海）有限公司,民营公司,150-500人,通信/电信/网络设备,1-1.5万/月,上海,2年经验,本科,招1人,03-22发布,五险一金;免费班车;交通补贴;绩效奖金;年终奖金;专业培训;通讯补贴;餐饮补贴;弹性工作,3,10.0,15.0,1
234,234,C#软件开发工程师,南京优泰科技发展有限公司,民营公司,少于50人,计算机软件,0.7-1.5万/月,南京,2年经验,本科,招2人,03-22发布,五险一金,3,7.0,15.0,1
235,235,C++/C#开发工程师,杭州泰珏科技有限公司,民营公司,150-500人,计算机软件,0.6-2.5万/月,杭州,无工作经验,本科,招若干人,03-22发布,五险一金;餐饮补贴;弹性工作;定期体检;通讯补贴;专业培训;绩效奖金;年终奖金;股票期权;员工旅游,3,6.0,25.0,1
236,236,C#开发工程师,深圳市创富港商务服务股份有限公司,合资,500-1000人,房地产,1-2万/月,深圳,3-4年经验,大专,招若干人,03-22发布,五险一金;员工旅游;年终奖金;专业培训;通讯补贴;绩效奖金;带薪年假;周末双休;高温补贴;节日福利,3,10.0,20.0,1
237,237,软件工程师（C#）,浙江瑞银电子有限公司,民营公司,150-500人,仪器仪表/工业自动化,0.8-1.5万/月,杭州,2年经验,本科,招2人,03-22发布,五险一金;绩效奖金;定期体检;免费班车;员工旅游;年终奖金;弹性工作,3,8.0,15.0,1
238,238,C#.net开发（浦东）,上海吾创信息科技有限公司,民营公司,50-150人,计算机软件,1.3-1.8万/月,上海,3-4年经验,本科,招若干人,03-22发布,五险一金,3,13.0,18.0,1
239,239,高级开发工程师（.net/C#）,竞优信息技术（上海）有限公司,外资（非欧美）,500-1000人,计算机软件,1-1.5万/月,上海,3-4年经验,本科,招10人,03-22发布,五险一金;员工旅游;交通补贴;通讯补贴;专业培训;绩效奖金;年终奖金;弹性工作;做五休二,3,10.0,15.0,1
240,240,C#高级开发工程师,石家庄博鼎企业营销策划有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),0.8-1万/月,石家庄,无工作经验,不限学历,招1人,03-22发布,员工旅游;绩效奖金;年终奖金;股票期权;定期体检;通讯补贴,3,8.0,10.0,1
241,241,.net（C#）开发工程师				(职位编号：10),长沙求知信息技术有限公司,民营公司,50-150人,互联网/电子商务,0.8-1.5万/月,长沙,2年经验,大专,招2人,03-22发布,社保;弹性工作;员工旅游;年终奖金;年终双薪;五险;不加班;带薪年假,3,8.0,15.0,1
242,242,C#中级开发工程师,广州油菜花信息科技有限公司,民营公司,150-500人,计算机软件,0.8-1.2万/月,广州,1年经验,大专,招1人,03-22发布,五险一金;周末双休;提供食宿;年底二至七薪;员工旅游;专业培训;出国机会;绩效奖金;弹性工作,3,8.0,12.0,1
243,243,C#软件开发工程师,上海慧程工程技术服务有限公司,民营公司,150-500人,计算机软件,0.8-1.1万/月,苏州,3-4年经验,本科,招1人,03-22发布,五险一金;年终奖金;员工旅游;定期体检;餐饮补贴,3,8.0,11.0,1
244,244,C#软件开发工程师,图创集团,民营公司,150-500人,计算机服务(系统、数据服务、维修),5-9千/月,广州,1年经验,大专,招1人,03-22发布,五险一金;员工旅游;年终奖金;专业培训;定期体检;绩效奖金;生日福利;出国机会;节日福利,2,5.0,9.0,1
245,245,(java;c#;.net)web开发工程师-日本出差,大连瑞林咨询有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),1.5-2万/月,大连,无工作经验,本科,招若干人,03-22发布,三险一金;日本保险;年终奖金;出国机会;专业培训;定期体检,3,15.0,20.0,1
246,246,C#开发工程师				(职位编号：WH-D007-3503),瞬联软件科技（北京）有限公司 CIeNET Technologies,外资（欧美）,1000-5000人,计算机软件,1-1.5万/月,武汉,无工作经验,不限学历,招若干人,03-22发布,五险一金;补充医疗保险;弹性工作;定期体检,3,10.0,15.0,1
247,247,MFCC++C#开发工程师,苏州凡目视觉科技有限公司,合资,少于50人,计算机软件,0.4-1万/月,苏州,2年经验,大专,招若干人,03-22发布,五险一金,3,4.0,10.0,1
248,248,C#/.net软件工程师				(职位编号：FXZN-RJKF-001),南京方新智能科技有限公司,民营公司,50-150人,计算机软件,0.7-1.8万/月,南京,2年经验,本科,招2人,03-22发布,五险一金;年终奖金;股票期权;绩效奖金;免费班车;弹性工作;员工旅游;专业培训,3,7.0,18.0,1
249,249,C#软件开发工程师,杭州杰毅麦特医疗器械有限公司,民营公司,50-150人,医疗设备/器械,0.8-1.5万/月,杭州,无工作经验,本科,招1人,03-22发布,五险一金;员工旅游;交通补贴;餐饮补贴;专业培训;绩效奖金;年终奖金;定期体检,3,8.0,15.0,1
250,250,C#软件开发工程师,上海中世建设咨询有限公司,民营公司,150-500人,专业服务(咨询、人力资源、财会),1-2万/月,上海,3-4年经验,本科,招1人,03-22发布,五险一金;员工旅游;餐饮补贴;年终奖金;定期体检;周末双休,3,10.0,20.0,1
251,251,C#软件开发工程师（winform）,广东喜之郎集团有限公司,民营公司,5000-10000人,快速消费品(食品、饮料、化妆品),0.7-1.2万/月,深圳,无工作经验,大专,招1人,03-22发布,五险一金;年终奖金;定期体检;带薪年假;节日福利,3,7.0,12.0,1
252,252,C#/ASP.NET软件工程师,合肥创发微电子有限公司,合资,少于50人,电子技术/半导体/集成电路,0.6-1.2万/月,合肥,3-4年经验,大专,招2人,03-22发布,周末双休;带薪年假;五险一金;节日福利;专业培训;加班补贴;年终奖金,3,6.0,12.0,1
253,253,C#软件工程师,深圳市科思科技股份有限公司,民营公司,150-500人,计算机硬件,1.3-3万/月,深圳,2年经验,本科,招3人,03-22发布,五险一金;弹性工作;绩效奖金;股票期权,3,13.0,30.0,1
254,254,C#开发工程师,上海金盏企业管理有限公司,民营公司,50-150人,多元化业务集团公司,0.9-1.2万/月,上海,1年经验,本科,招2人,03-22发布,五险一金;交通补贴;通讯补贴;年终奖金;绩效奖金,3,9.0,12.0,1
255,255,C#开发工程师,北京神威远通科技有限公司江西分公司,民营公司,50-150人,计算机软件,4-8千/月,南昌,1年经验,大专,招5人,03-22发布,五险一金;通讯补贴;餐饮补贴;交通补贴,2,4.0,8.0,1
256,256,.net/c#软件开发工程师,深圳市正业玖坤信息技术有限公司,上市公司,50-150人,计算机软件,0.7-1.2万/月,深圳,无工作经验,大专,招6人,03-22发布,五险一金;补充医疗保险;员工旅游;交通补贴;通讯补贴;专业培训;年终奖金;绩效奖金;带薪年假;节日生日福利,3,7.0,12.0,1
257,257,C#软件工程师（产品）				(职位编号：KF001),广州煜林医学软件科技股份有限公司,民营公司,少于50人,计算机软件,7-9千/月,广州,无工作经验,本科,招5人,03-22发布,五险一金;绩效奖金;弹性工作;定期体检;员工旅游;年终奖金;交通补贴;餐饮补贴;通讯补贴,2,7.0,9.0,1
258,258,C#开发工程师,江苏普旭软件信息技术有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),1-1.5万/月,南京,2年经验,本科,招1人,03-22发布,五险一金;交通补贴;餐饮补贴;绩效奖金;年终奖金;周末双休;节日福利,3,10.0,15.0,1
259,259,.net开发工程师（B/S、mvc、c#),上海万户信息技术有限公司合肥分公司,民营公司,150-500人,计算机软件,5-7千/月,合肥,无工作经验,大专,招1人,03-22发布,周末双休;带薪年假;五险一金;绩效奖金;全勤奖;节日福利;餐饮补贴;专业培训;年终双薪;员工旅游,2,5.0,7.0,1
260,260,C#开发工程师,西安悦泰科技有限责任公司,国企,50-150人,计算机软件,0.8-1万/月,西安,2年经验,本科,招2人,03-22发布,五险一金;交通补贴;餐饮补贴;通讯补贴;专业培训;绩效奖金,3,8.0,10.0,1
261,261,C#.net中级软件工程师,竞优（广州）信息技术有限公司,外资（非欧美）,500-1000人,计算机软件,0.7-1万/月,广州,2年经验,不限学历,招若干人,03-22发布,五险一金;员工旅游;通讯补贴;专业培训;绩效奖金;年终奖金;补充意外险;带薪年假,3,7.0,10.0,1
262,262,C#软件开发工程师,西安优类客网络科技有限公司,民营公司,50-150人,计算机软件,0.7-1.2万/月,西安,2年经验,大专,招5人,03-22发布,专业培训;双休;弹性工作;定期体检;员工旅游;愉快的氛围,3,7.0,12.0,1
263,263,C#高级软件工程师,上海银欣高新技术发展股份有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),1-1.5万/月,上海,1年经验,大专,招1人,03-22发布,五险一金;年终奖金;通讯补贴;交通补贴;绩效奖金,3,10.0,15.0,1
264,264,C#开发工程师,霖裕高新科技（广州）有限公司,民营公司,50-150人,计算机软件,1-1.5万/月,广州,5-7年经验,大专,招5人,03-22发布,绩效奖金;全勤奖;节日福利;专业培训;交通补贴;带薪年假;通讯补贴,3,10.0,15.0,1
265,265,C#.NET开发人员,深圳九明珠信息科技有限公司,民营公司,150-500人,计算机软件,0.5-1万/月,深圳,2年经验,本科,招若干人,03-22发布,五险一金;年终奖金;员工旅游;绩效奖金,3,5.0,10.0,1
266,266,C#软件开发工程师,深圳拓能达科技有限公司,民营公司,50-150人,医疗设备/器械,0.8-1万/月,深圳,2年经验,本科,招3人,03-22发布,五险一金,3,8.0,10.0,1
267,267,高级引擎开发工程师(C#或C++),上海昊硕企业管理咨询有限公司,合资,50-150人,专业服务(咨询、人力资源、财会),2.5-3万/月,北京,无工作经验,本科,招1人,03-22发布,五险一金;定期体检;年终奖金;员工旅游;带薪年假;节日福利,3,25.0,30.0,1
269,269,C#开发高级工程师(009005)(011540)				(职位编号：011540),歌尔股份有限公司,上市公司,10000人以上,电子技术/半导体/集成电路,0.6-1.2万/月,潍坊,3-4年经验,大专,招5人,03-22发布,五险一金,3,6.0,12.0,1
270,270,软件工程师（c#B/S）,上海全卓软件有限公司,民营公司,少于50人,计算机软件,0.5-1.5万/月,上海,2年经验,大专,招若干人,03-22发布,五险一金;员工旅游;免费班车;年终奖金,3,5.0,15.0,1
271,271,C#（.NET）软件工程师,四川宜米多科技有限公司,民营公司,150-500人,生活服务,0.8-1万/月,成都,2年经验,本科,招1人,03-22发布,员工旅游;绩效奖金;年终奖金;社保福利;交通补贴;通讯补贴,3,8.0,10.0,1
272,272,C++/C#软件研发经理,广州中望龙腾软件股份有限公司,民营公司,150-500人,计算机软件,30-50万/年,上海,3-4年经验,本科,招3人,03-22发布,五险一金;专业培训;定期体检;节日福利;交通便利;办公环境优美;通讯补贴;餐饮补贴,4,25.0,41.66666666666667,1
273,273,C#开发工程师,佛山市国方商标识别科技有限公司,民营公司,少于50人,中介服务,4.5-6千/月,佛山,无工作经验,不限学历,招1人,03-22发布,五险一金;绩效奖金;全勤奖;节日福利;交通补贴;餐饮补贴,2,4.5,6.0,1
274,274,C#WinFormWinows图形界面软件开发,南京中拓科技有限公司,民营公司,50-150人,机械/设备/重工,4-8千/月,南京,无工作经验,大专,招2人,03-22发布,五险一金;餐饮补贴;定期体检;员工旅游;交通补贴;年终奖金,2,4.0,8.0,1
275,275,C#开发工程师,优师优堂（北京）网络科技有限公司,民营公司,50-150人,教育/培训/院校,3-4万/月,北京,3-4年经验,本科,招1人,03-22发布,五险一金;通讯补贴;餐饮补贴;奖励旅游,3,30.0,40.0,1
276,276,C#助理工程师,深圳市唯德科创信息有限公司,民营公司,少于50人,计算机软件,4.5-8千/月,深圳,无工作经验,不限学历,招5人,03-22发布,五险一金;年终奖金;绩效奖金;专业培训;定期体检;员工旅游;交通补贴,2,4.5,8.0,1
277,277,双休社保诚聘C#.NET软件工程师,河南创志威科技有限公司,民营公司,少于50人,计算机软件,6-8千/月,郑州,1年经验,大专,招2人,03-22发布,五险一金;员工旅游;绩效奖金;周末双休;包住;餐饮补贴,2,6.0,8.0,1
278,278,C#服务端工程师,上海旭薇物联网科技有限公司,民营公司,50-150人,互联网/电子商务,1.5-2万/月,上海,3-4年经验,大专,招1人,03-22发布,五险一金,3,15.0,20.0,1
279,279,C#开发工程师,湖北省数字证书认证管理中心有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),8-10万/年,武汉,1年经验,本科,招1人,03-22发布,五险一金,4,6.666666666666666,8.333333333333334,1
280,280,c#.net软件开发工程师开发组长				(职位编号：lee-190306),江苏囯曜信息科技有限公司,民营公司,少于50人,计算机软件,0.9-2.2万/月,南京,3-4年经验,大专,招6人,03-22发布,五险一金,3,9.0,22.0,1
281,281,C#软件工程师（双休、高福利）,广州创嘉企业管理咨询有限公司,民营公司,50-150人,计算机软件,2-2.5万/月,广州,1年经验,高中,招3人,03-23发布,五险一金;补充医疗保险;补充公积金;员工旅游;专业培训;出国机会;绩效奖金;弹性工作;年终奖金,3,20.0,25.0,1
282,282,C#高级开发工程师,北京云族佳科技有限公司,民营公司,150-500人,计算机软件,1-1.5万/月,广州,3-4年经验,本科,招2人,03-23发布,五险一金;弹性工作;绩效奖金;包吃,3,10.0,15.0,1
283,283,对日C#软件开发工程师,济南淘扑云信息技术有限公司,民营公司,少于50人,计算机软件,6-8千/月,济南,3-4年经验,大专,招10人,03-23发布,五险一金,2,6.0,8.0,1
284,284,.NET/C#程序员/软件工程师,西敏旅行社,民营公司,150-500人,酒店/旅游,6-8千/月,广州,无工作经验,大专,招若干人,03-23发布,绩效奖金;周末双休;节日福利;五险一金;补充医疗保险;年终奖金,2,6.0,8.0,1
285,285,C#软件开发工程师,上海泛云信息科技有限公司,民营公司,少于50人,计算机软件,0.7-1.3万/月,上海,2年经验,本科,招2人,03-23发布,五险一金;定期体检;员工旅游;年终奖金;绩效奖金,3,7.0,13.0,1
286,286,C#程序员,克立司帝控制系统（上海）有限公司,民营公司,50-150人,通信/电信/网络设备,4.5-6千/月,上海,无工作经验,大专,招4人,03-23发布,五险一金;餐饮补贴;绩效奖金;年终奖金;员工旅游;专业培训;研发奖金,2,4.5,6.0,1
287,287,C#软件工程师,上海易鲲信息科技有限公司,民营公司,150-500人,计算机服务(系统、数据服务、维修),0.8-1.5万/月,上海,2年经验,本科,招1人,03-23发布,五险一金;员工旅游;交通补贴;餐饮补贴;通讯补贴;年终奖金;股票期权;定期体检,3,8.0,15.0,1
288,288,C#软件开发工程师,博康云信科技有限公司,外资（欧美）,150-500人,电子技术/半导体/集成电路,0.8-1.2万/月,上海,无工作经验,不限学历,招若干人,03-23发布,五险一金,3,8.0,12.0,1
289,289,C#桌面应用高级软件工程师,沈阳东信创智科技有限公司,民营公司,少于50人,汽车及零配件,1.5-2万/月,北京,5-7年经验,本科,招1人,03-23发布,五险一金;免费班车;餐饮补贴;通讯补贴;年终奖金,3,15.0,20.0,1
290,290,C#开发工程师,深圳市联合惠创科技有限公司,民营公司,少于50人,互联网/电子商务,0.6-1.3万/月,深圳,3-4年经验,大专,招4人,03-23发布,五险一金;员工旅游;专业培训;年终奖金;周末双休;年底双薪,3,6.0,13.0,1
291,291,c#软件开发人员,福建星云电子股份有限公司武汉分公司,上市公司,500-1000人,仪器仪表/工业自动化,0.8-1.5万/月,武汉,2年经验,本科,招若干人,03-23发布,五险一金,3,8.0,15.0,1
292,292,C#C++软件开发工程师,广州中科智云科技有限公司,民营公司,少于50人,电气/电力/水利,0.8-2万/月,广州,2年经验,本科,招3人,03-23发布,五险一金;弹性工作;餐饮补贴;通讯补贴;员工旅游;年终奖金;交通补贴;绩效奖金,3,8.0,20.0,1
293,293,C#.net软软件工程师,上海益邦智能技术股份有限公司,上市公司,50-150人,建筑/建材/工程,1-2万/月,上海,3-4年经验,本科,招1人,03-23发布,五险一金;绩效奖金;免费班车;员工旅游;交通补贴;定期体检,3,10.0,20.0,1
294,294,C#(.net)开发工程师,湖北锐捷信息集成有限公司,民营公司,50-150人,计算机软件,1-1.7万/月,武汉,3-4年经验,本科,招5人,03-23发布,五险一金;员工旅游;交通补贴;年终奖金;绩效奖金;专业培训;定期体检;弹性工作;通讯补贴,3,10.0,17.0,1
