,Unnamed: 0,JobTitle,CompanyName,CompanyNature,CompanySize,IndustryField,Salary,Workplace,Workyear,Education,RecruitNumbers,ReleaseTime,PositionAdvantage,Standard,LowSalary,HighSalary,HighOrLow
529,626,Java开发工程师,四川中隆天星智能科技有限公司,民营公司,少于50人,互联网/电子商务,0.6-1万/月,成都,2年经验,不限学历,招3人,03-24发布,五险一金;绩效奖金;节日福利;专业培训;股票期权;年终奖金,3,6,10,1
530,627,Java开发工程师,梨视频,民营公司,500-1000人,影视/媒体/艺术/文化传播,0.8-1.5万/月,上海,3-4年经验,本科,招1人,03-24发布,五险一金;补充公积金;年终奖金;带薪年假;节日福利,3,8,15,1
531,628,Java开发工程师,烽火祥云网络科技有限公司,国企,50-150人,计算机服务(系统、数据服务、维修),0.6-1.2万/月,南京,1年经验,本科,招若干人,03-24发布,五险一金;交通补贴;餐饮补贴;通讯补贴;定期体检;绩效奖金;年终奖金,3,6,12,1
532,630,Java高级开发工程师,广州易幻网络科技有限公司,上市公司,500-1000人,网络游戏,1.5-2.5万/月,广州,5-7年经验,本科,招1人,03-24发布,五险一金;补充医疗保险;员工旅游;餐饮补贴;年终奖金;定期体检,3,15,25,1
533,631,java开发（北京市、实习）,杭州安恒信息技术股份有限公司,民营公司,1000-5000人,计算机软件,3-5千/月,北京市,无工作经验,本科,招若干人,03-24发布,五险一金;周末双休;节日福利,2,3,5,1
534,632,java服务端程序（3年经验）,上海姚际信息科技有限公司,民营公司,150-500人,计算机软件,1.5-3万/月,上海,3-4年经验,大专,招2人,03-24发布,五险一金;员工旅游;定期体检;年终奖金;全勤奖;工作餐;带薪年假;小蜜蜂奖;生日福利;节假日福利,3,15,30,1
535,633,Java高级开发工程师,武汉智呗科技有限公司,民营公司,少于50人,计算机软件,1-1.5万/月,武汉,5-7年经验,本科,招5人,03-24发布,五险一金;弹性工作;年终奖金,3,10,15,1
536,634,Java开发工程师,深圳天源迪科信息技术股份有限公司成都办事处,民营公司,500-1000人,计算机软件,0.8-1.2万/月,拉萨,3-4年经验,本科,招2人,03-24发布,五险一金;年终双薪;节日福利;周末双休;年终奖金;股票期权,3,8,12,1
537,635,Java开发工程师,北京市汉克时代科技有限公司,民营公司,1000-5000人,计算机软件,1-1.5万/月,广州,无工作经验,大专,招200人,03-24发布,五险一金,3,10,15,1
538,636,高级开发工程师（Java、c++）-江苏尚博信息,无锡市人力资源市场,外资（欧美）,500-1000人,计算机软件,15-30万/年,无锡,无工作经验,不限学历,招6人,03-24发布,五险一金,4,12.5,25,1
539,637,"中级java				(职位编号：drxx000416)",广州多融信息科技有限公司,民营公司,50-150人,互联网/电子商务,1-1.5万/月,广州,无工作经验,本科,招若干人,03-24发布,五险一金;弹性工作;餐饮补贴;包午餐;水果下午茶,3,10,15,1
540,638,Java后台开发工程师,佛山市果壳科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,0.6-1万/月,佛山,2年经验,本科,招2人,03-24发布,五险一金;员工旅游;绩效奖金;年终奖金;定期体检;法定休假;餐饮补贴,3,6,10,1
541,640,Java开发工程师,哈工大大数据（哈尔滨）农林发展有限公司,国企,50-150人,计算机服务(系统、数据服务、维修),0.4-1万/月,哈尔滨,1年经验,大专,招15人,03-24发布,周末双休;五险一金,3,4,10,1
542,641,初级java开发工程师,安徽毅奇电子信息有限公司,民营公司,150-500人,电子技术/半导体/集成电路,4.5-6.5千/月,合肥,无工作经验,大专,招3人,03-24发布,五险一金;员工旅游;定期体检;弹性工作;年终奖金;绩效奖金;专业培训;周末双休,2,4.5,6.5,1
543,642,Java高级开发工程师,苏州卓能通信科技有限公司,民营公司,50-150人,通信/电信/网络设备,1-2万/月,合肥,5-7年经验,本科,招1人,03-24发布,五险一金;周末双休;带薪休假;餐饮补贴;通讯补贴;节日福利;年底双薪,3,10,20,1
544,643,java软件开发工程师,济南曼维信息科技有限公司,外资（欧美）,50-150人,计算机软件,0.6-1万/月,济南,无工作经验,本科,招2人,03-24发布,带薪年假;五险一金;节日福利;专业培训;绩效奖金;定期体检,3,6,10,1
545,644,Java中高级开发工程师,上海裕宁信息科技有限公司,民营公司,50-150人,计算机软件,1.2-2.8万/月,深圳,3-4年经验,大专,招20人,03-24发布,五险一金;员工旅游;绩效奖金;年终奖金;交通补贴;专业培训,3,12,28,1
546,645,Java高级开发项目负责人,苏州谟豆智能科技有限公司,创业公司,少于50人,计算机服务(系统、数据服务、维修),1.5-2.5万/月,南京,3-4年经验,本科,招1人,03-24发布,五险一金;年终奖金,3,15,25,1
547,646,Java开发工程师,湖南康凯信息技术有限公司,民营公司,少于50人,计算机软件,3-7千/月,衡阳,1年经验,大专,招1人,03-24发布,交通补贴;餐饮补贴;通讯补贴;绩效奖金;五险,2,3,7,1
548,647,Java开发工程师,湖南筑融信息技术有限公司,民营公司,50-150人,互联网/电子商务,0.7-1万/月,长沙,3-4年经验,大专,招2人,03-24发布,年终奖金;股票期权;专业培训;员工旅游;绩效奖金;五险;弹性工作,3,7,10,1
549,648,Java开发工程师（厦门）,亚信软件CMC,合资,10000人以上,计算机软件,1-1.5万/月,厦门,3-4年经验,本科,招若干人,03-24发布,五险一金;补充医疗保险;通讯补贴;专业培训;定期体检;弹性工作;年终奖金;绩效奖金,3,10,15,1
550,649,Java开发工程师,上海麦迈互联网科技有限公司,合资,50-150人,互联网/电子商务,1.5-2万/月,上海,3-4年经验,本科,招1人,03-24发布,五险一金,3,15,20,1
551,651,对日Java开发工程师,大连鸿进科技有限公司,民营公司,50-150人,计算机软件,0.8-1万/月,大连,无工作经验,不限学历,招5人,03-24发布,五险一金;餐饮补贴;交通补贴;员工旅游;弹性工作;年终奖金,3,8,10,1
552,653,Java开发实习生,南京柯普瑞信息技术有限公司,民营公司,少于50人,教育/培训/院校,4.5-6千/月,南京,无工作经验,大专,招3人,03-24发布,五险一金;免费班车;员工旅游;交通补贴;餐饮补贴;通讯补贴;出国机会;绩效奖金;年终奖金;定期体检,2,4.5,6,1
553,654,Java开发工程师,宁波秦空科技有限公司,民营公司,少于50人,计算机软件,8-12万/年,宁波,无工作经验,本科,招10人,03-24发布,五险一金;员工旅游;通讯补贴;绩效奖金;年终奖金;股票期权;定期体检,4,6.666666667,10,1
554,655,Java开发工程师,陕西迪博佰通教育科技有限公司,创业公司,少于50人,教育/培训/院校,4.5-6千/月,西安,1年经验,大专,招2人,03-24发布,五险一金;员工旅游;通讯补贴;弹性工作;绩效奖金;年终奖金,2,4.5,6,1
555,657,Java开发工程师,广州中海智能科技有限公司,民营公司,少于50人,通信/电信/网络设备,0.8-1万/月,广州,1年经验,大专,招1人,03-24发布,做五休二;周末双休;全勤奖;节日福利;专业培训;生日假期;生日会;五险一金,3,8,10,1
556,658,Java开发工程师（双休+高薪）,广东集成数据有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),0.8-1.2万/月,佛山,3-4年经验,本科,招1人,03-24发布,五险一金;餐饮补贴;通讯补贴;定期体检;绩效奖金;商业保险;带薪年假,3,8,12,1
557,659,Java初级程序员,合肥鑫才科技有限责任公司,民营公司,150-500人,计算机软件,4-6千/月,合肥,无工作经验,大专,招4人,03-24发布,五险一金,2,4,6,1
558,660,Java开发工程师,宁波钱湖柏庭养老投资有限公司,民营公司,500-1000人,多元化业务集团公司,0.6-1万/月,宁波,5-7年经验,大专,招2人,03-24发布,五险一金;年终奖金;绩效奖金;周末双休;带薪年假;员工旅游,3,6,10,1
559,661,Java开发实习(双休+高薪）,华创软件,民营公司,500-1000人,计算机软件,4.5-6千/月,安徽,无工作经验,大专,招3人,03-24发布,五险一金;绩效奖金;补充医疗保险;补充公积金;员工旅游;定期体检;交通补贴;通讯补贴;年终奖金;免费班车,2,4.5,6,1
560,662,Java开发工程师,上海小羚羊软件股份有限公司,民营公司,50-150人,计算机软件,1.5-2万/月,常州,3-4年经验,大专,招3人,03-24发布,五险一金;员工旅游;专业培训;绩效奖金;节日福利,3,15,20,1
561,663,Java开发工程师,卓越教育集团,民营公司,1000-5000人,教育/培训/院校,1-1.5万/月,广州,1年经验,本科,招若干人,03-24发布,五险一金;补充医疗保险;员工旅游;专业培训;绩效奖金;年终奖金;定期体检;弹性工作,3,10,15,1
562,665,Java讲师,北大课工场文鼎校区,民营公司,50-150人,教育/培训/院校,1-1.5万/月,南京,3-4年经验,大专,招1人,03-24发布,五险一金;员工旅游;餐饮补贴;通讯补贴;年终奖金;绩效奖金;弹性工作;专业培训,3,10,15,1
563,666,Java高级开发工程师,东莞市华佰通信技术有限公司,民营公司,少于50人,通信/电信/网络设备,1-1.5万/月,东莞,3-4年经验,本科,招3人,03-24发布,交通补贴;餐饮补贴;绩效奖金;股票期权;弹性工作;五险一金,3,10,15,1
564,667,"Java开发工程师(初级、高级)				(职位编号：001)",深圳共赢网络科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,1.5-2万/月,东莞,3-4年经验,本科,招8人,03-24发布,带薪年假;绩效奖金;专业培训;周末双休;季度奖金;五险一金;全勤奖;年终奖金;出国机会,3,15,20,1
565,668,Java开发工程师,深圳市呤云科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,1.2-1.4万/月,深圳,2年经验,本科,招1人,03-24发布,五险一金;员工旅游;专业培训;绩效奖金;年终奖金;补充医疗保险,3,12,14,1
566,669,Java开发工程师,中普睿云信息科技（武汉）有限公司,民营公司,少于50人,互联网/电子商务,0.8-2万/月,武汉,3-4年经验,本科,招若干人,03-24发布,发展空间大,3,8,20,1
567,672,高级Java开发工程师,武汉数文科技有限公司,民营公司,150-500人,计算机软件,12-20万/年,武汉,8-9年经验,本科,招3人,03-24发布,五险一金;补充商业保险;双休;带薪年休假;5天带薪事假;法定节假日;餐饮补贴;年终奖金;员工旅游;专业培训,4,10,16.66666667,1
568,673,Java高级开发工程师,江苏孟德网络科技有限公司,民营公司,少于50人,计算机软件,1-1.5万/月,徐州,5-7年经验,不限学历,招2人,03-24发布,绩效奖金;年终奖金;员工旅游;出国机会;弹性工作,3,10,15,1
569,675,Java中级开发工程师,上海晟合坤信息技术有限公司,民营公司,50-150人,计算机软件,1.5-2.5万/月,上海,3-4年经验,本科,招若干人,03-24发布,五险一金,3,15,25,1
570,676,Java开发工程师（中国制造网）,焦点科技股份有限公司,上市公司,1000-5000人,互联网/电子商务,0.8-1.2万/月,南京,2年经验,本科,招2人,03-24发布,五险一金,3,8,12,1
571,677,Java高级开发工程师,新华文轩出版传媒股份有限公司,国企,5000-10000人,文字媒体/出版,6-8千/月,成都,3-4年经验,大专,招1人,03-24发布,五险一金;餐饮补贴;绩效奖金;定期体检,2,6,8,1
572,678,Java开发工程师（南山）,深圳世联行地产顾问股份有限公司,上市公司,10000人以上,房地产,1.2-1.4万/月,深圳,无工作经验,本科,招1人,03-24发布,五险一金;餐饮补贴;通讯补贴;绩效奖金;年终奖金;定期体检,3,12,14,1
573,679,Java开发（数据平台方向）（XYD-1）,金蝶软件（中国）有限公司,外资（非欧美）,5000-10000人,计算机软件,1.5-2.5万/月,深圳,3-4年经验,本科,招1人,03-24发布,五险一金;弹性工作;定期体检;员工旅游;专业培训;补充医疗保险;年终奖金,3,15,25,1
574,681,Java高级开发工程师,雅戈尔集团股份有限公司,上市公司,10000人以上,服装/纺织/皮革,12-18万/年,宁波,无工作经验,不限学历,招2人,03-24发布,五险一金;带薪年假;高温补贴;节日福利;年终奖金;定期体检,4,10,15,1
575,682,Java高级开发工程师（组长级）,东方财富信息股份有限公司,上市公司,1000-5000人,互联网/电子商务,1.5-3万/月,上海,5-7年经验,本科,招1人,03-24发布,五险一金;年终奖金;绩效奖金;定期体检;员工旅游,3,15,30,1
576,683,Java开发工程师(互联网金融方向）,杉德支付网络服务发展有限公司,民营公司,500-1000人,互联网/电子商务,1-1.5万/月,上海,3-4年经验,本科,招1人,03-24发布,五险一金;餐饮补贴;绩效奖金;年终奖金;股票期权,3,10,15,1
577,685,Java高级开发工程师,中国移动通信集团设计院有限公司重庆分公司,国企,150-500人,通信/电信/网络设备,13-18万/年,重庆,5-7年经验,本科,招1人,03-24发布,五险一金,4,10.83333333,15,1
578,686,大数据Java工程师,NTT DATA（中国）有限公司,外资（非欧美）,500-1000人,计算机软件,1-1.8万/月,上海,3-4年经验,不限学历,招若干人,03-24发布,五险一金;补充医疗保险;补充公积金;定期体检;年终奖金;专业培训,3,10,18,1
579,687,后台开发工程师（Java）,保利地产投资顾问有限公司,国企,5000-10000人,房地产,1-1.5万/月,广州,3-4年经验,本科,招1人,03-24发布,专业培训;五险一金;节日福利;带薪年假;绩效奖金;商业保险;交通补贴;企业年金;年度体检,3,10,15,1
580,690,Java游戏服务器端开发,成都爱迪科信科技有限公司,民营公司,少于50人,网络游戏,0.8-1万/月,成都,2年经验,不限学历,招1人,03-24发布,五险一金,3,8,10,1
581,691,高级软件工程师(java),开普云信息科技股份有限公司,民营公司,150-500人,计算机软件,0.8-1.3万/月,东莞,3-4年经验,本科,招3人,03-24发布,五险一金;餐饮补贴;绩效奖金;年终奖金,3,8,13,1
582,692,Java中级开发工程师,上海大智慧财汇数据科技有限公司,上市公司,500-1000人,计算机软件,1.5-2万/月,上海,3-4年经验,本科,招若干人,03-24发布,做五休二;周末双休;五险一金;带薪年假;餐饮补贴;通讯补贴;绩效奖金;节日福利;定期体检;弹性工作,3,15,20,1
583,693,Java开发工程师,迈虹信息科技（湖北）有限公司,民营公司,50-150人,计算机软件,0.8-1.2万/月,武汉,5-7年经验,本科,招2人,03-24发布,五险一金;绩效奖金;项目奖金,3,8,12,1
584,694,Java高级开发工程师,广州市安发网络科技有限公司,民营公司,150-500人,互联网/电子商务,1.4-2.5万/月,广州,5-7年经验,大专,招4人,03-24发布,五险一金;员工旅游;节日福利;定期体检;专业培训;周末双休,3,14,25,1
585,695,java高级软件工程师,大连立创科技有限公司,民营公司,少于50人,计算机软件,6-8千/月,大连,3-4年经验,大专,招2人,03-24发布,五险一金;年终奖金;交通补贴,2,6,8,1
586,696,Java开发工程师,西安商通软件有限责任公司,民营公司,少于50人,计算机软件,0.4-1万/月,西安,3-4年经验,不限学历,招3人,03-24发布,五险一金;餐饮补贴;绩效奖金;年终奖金;交通补贴;定期体检;通讯补贴;补充公积金,3,4,10,1
587,698,"Java高级工程师				(职位编号：LXRJ012)",深圳联信软件科技有限公司,民营公司,50-150人,计算机软件,1-1.5万/月,广州,5-7年经验,大专,招2人,03-24发布,五险一金;年终奖金,3,10,15,1
588,699,Java开发工程师,咨果科技,民营公司,50-150人,互联网/电子商务,0.8-1万/月,上海,3-4年经验,不限学历,招1人,03-24发布,五险一金;绩效奖金,3,8,10,1
589,700,Java开发工程师,忠华集团有限公司,民营公司,1000-5000人,服装/纺织/皮革,1-1.5万/月,清远,无工作经验,不限学历,招若干人,03-24发布,五险一金,3,10,15,1
590,701,Java开发工程师,杭州凡锦科技有限公司,民营公司,少于50人,计算机软件,1-1.5万/月,杭州,3-4年经验,大专,招3人,03-24发布,五险一金;年终奖金;弹性工作,3,10,15,1
591,703,Java高级开发工程师,重庆洛唐信息技术有限公司,民营公司,50-150人,互联网/电子商务,0.8-1万/月,重庆,3-4年经验,大专,招1人,03-24发布,五险一金;交通补贴;餐饮补贴;年终奖金,3,8,10,1
592,704,安普诺克诚聘对日项目Java开发,大连育知同创科技有限公司,民营公司,500-1000人,计算机软件,1-1.5万/月,大连,无工作经验,不限学历,招4人,03-24发布,五险一金,3,10,15,1
593,705,"Java开发工程师				(职位编号：SOFT001)",成都数融科技有限公司,民营公司,少于50人,计算机软件,0.6-1.2万/月,成都,无工作经验,本科,招若干人,03-24发布,五险一金,3,6,12,1
594,706,Java开发工程师,郑州榕盛信息技术有限公司,民营公司,少于50人,计算机软件,3-4.5千/月,郑州,1年经验,大专,招5人,03-24发布,五险一金,2,3,4.5,1
595,707,Java高级开发工程师,北京市文泽智远信息技术有限公司,民营公司,少于50人,计算机软件,1.3-2.2万/月,北京市,3-4年经验,本科,招3人,03-24发布,五险一金;餐饮补贴;年终奖金;绩效奖金,3,13,22,1
596,708,Java开发工程师（APP/电商）,智尊宝纺·六合生科技,民营公司,50-150人,互联网/电子商务,1.2-2.5万/月,北京市,5-7年经验,本科,招若干人,03-24发布,五险一金;绩效奖金,3,12,25,1
597,709,"C++/java软件开发工程师				(职位编号：A1009)",广州时维用恒计算机科技有限公司,民营公司,少于50人,计算机软件,1-1.5万/月,广州,3-4年经验,本科,招3人,03-24发布,专业培训;带薪年假;弹性工作;节日福利;员工生日福利;年终双薪;团队活动;员工旅游;社会保险,3,10,15,1
598,711,高级Java开发工程师,安徽奥里奥克科技股份有限公司,民营公司,50-150人,机械/设备/重工,1-1.5万/月,合肥,3-4年经验,大专,招2人,03-24发布,五险一金;周末双休;绩效奖金;年终奖金;专业培训;员工旅游,3,10,15,1
599,712,Java开发工程师,江苏迈诺建筑智能化工程有限公司,民营公司,少于50人,电气/电力/水利,4.5-6千/月,常州,2年经验,本科,招2人,03-24发布,周末双休;五险一金;包午餐;餐饮补贴;加班补贴,2,4.5,6,1
600,713,Java架构师（合肥）,上海移远通信技术股份有限公司,民营公司,1000-5000人,通信/电信/网络设备,1-1.8万/月,合肥,5-7年经验,本科,招若干人,03-24发布,五险一金;员工旅游;交通补贴;餐饮补贴;通讯补贴;专业培训;年终奖金;定期体检;弹性工作,3,10,18,1
601,715,Java开发工程师,禾麦科技开发（深圳）有限公司,外资（非欧美）,50-150人,计算机软件,1-1.8万/月,深圳,3-4年经验,大专,招3人,03-24发布,五险一金;补充医疗保险;通讯补贴;年终奖金;员工旅游,3,10,18,1
602,716,Java开发工程师,山东世纪开元电子商务有限公司,民营公司,1000-5000人,互联网/电子商务,0.8-1.5万/月,济南,无工作经验,不限学历,招2人,03-24发布,包吃;带薪年假;绩效奖金;节日福利;专业培训;交通补贴,3,8,15,1
603,717,Java开发工程师,湖北点客信息技术有限公司,民营公司,50-150人,互联网/电子商务,0.7-1.2万/月,武汉,5-7年经验,本科,招2人,03-24发布,五险一金,3,7,12,1
604,718,Java高级开发工程师,上海演化动漫科技有限公司,民营公司,50-150人,网络游戏,1.5-2万/月,上海,3-4年经验,大专,招1人,03-24发布,五险一金;员工旅游;餐饮补贴;通讯补贴;出国机会;绩效奖金;定期体检,3,15,20,1
605,719,Java开发工程师,深圳智慧数联科技有限公司,民营公司,50-150人,计算机软件,0.6-1.2万/月,广州,无工作经验,本科,招若干人,03-24发布,五险一金,3,6,12,1
606,720,Java开发工程师,成都市禾田青电子商务有限公司,民营公司,50-150人,互联网/电子商务,0.8-1.2万/月,成都,3-4年经验,本科,招2人,03-24发布,五险一金;绩效奖金;带薪年假;弹性工作,3,8,12,1
607,721,Java讲师,河南漫动者教育信息咨询有限公司,民营公司,500-1000人,教育/培训/院校,1.5-2万/月,郑州,3-4年经验,本科,招若干人,03-24发布,免费班车;节日福利;绩效奖金;通讯补贴;做五休二;五险一金;包住宿;专业培训,3,15,20,1
608,722,Java服务端高级,杭州炬华科技股份有限公司,上市公司,1000-5000人,仪器仪表/工业自动化,6-8千/月,杭州,3-4年经验,本科,招3人,03-24发布,五险一金,2,6,8,1
609,723,java开发工程师4000,沈阳新辰畅联科技有限公司,民营公司,1000-5000人,计算机软件,3-4.5千/月,沈阳,无工作经验,大专,招若干人,03-24发布,做五休二;五险一金;包吃;包三餐;弹性工作;包住宿;免费班车;带薪年假,2,3,4.5,1
610,724,Java高级开发工程师,北京市神舟航天软件技术有限公司,国企,1000-5000人,计算机软件,2-4万/月,北京市,8-9年经验,本科,招3人,03-24发布,五险一金;补充医疗保险;餐饮补贴;绩效奖金;弹性工作;年终奖金,3,20,40,1
611,725,Java高级开发工程师,北京市旋极伏羲大数据技术有限公司,民营公司,50-150人,计算机软件,3-4万/月,北京市,10年以上经验,本科,招2人,03-24发布,五险一金;补充医疗保险;交通补贴;餐饮补贴;通讯补贴;定期体检;股票期权;员工旅游,3,30,40,1
612,727,技术经理（java方向）,杭州远鸽生物科技有限公司,民营公司,少于50人,计算机软件,2-2.5万/月,杭州,5-7年经验,本科,招1人,03-24发布,五险一金,3,20,25,1
613,728,JavaWEB研发工程师,上海致昕信息科技有限公司,民营公司,50-150人,计算机软件,1-1.5万/月,上海,8-9年经验,本科,招3人,03-24发布,五险一金,3,10,15,1
614,729,Java高级开发工程师（代招）,深圳市中悦科技有限公司,民营公司,少于50人,计算机软件,1-2万/月,深圳,3-4年经验,本科,招1人,03-24发布,五险一金,3,10,20,1
615,730,高级Java开发工程师,中时瑞安（北京市）网络科技有限责任公司,民营公司,少于50人,通信/电信/网络设备,1.1-2万/月,北京市,3-4年经验,本科,招1人,03-24发布,五险一金,3,11,20,1
616,731,Java开发助理,合肥丰智优达科技有限公司,民营公司,50-150人,计算机软件,6-8千/月,合肥,无工作经验,大专,招8人,03-24发布,五险一金,2,6,8,1
617,732,享道出行0022Java开发工程师（南京）,上海赛可出行科技服务有限公司,国企,150-500人,互联网/电子商务,20-40万/年,南京,3-4年经验,本科,招若干人,03-24发布,五险一金;补充医疗保险;补充公积金;餐饮补贴;通讯补贴;绩效奖金;年终奖金;弹性工作,4,16.66666667,33.33333333,1
618,733,java软件编程助理,合肥云谷尚学科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,4.5-6千/月,合肥,无工作经验,大专,招5人,03-24发布,五险一金,2,4.5,6,1
619,734,计算机语言（java/c/php)方向实习生,合肥蔚蓝通和科技有限公司,民营公司,50-150人,计算机软件,4-8千/月,合肥,无工作经验,大专,招6人,03-24发布,五险一金;员工旅游;交通补贴;通讯补贴;餐饮补贴;专业培训;定期体检;年终奖金;绩效奖金,2,4,8,1
620,735,Java培训讲师+五险一金,北大青鸟武汉宏鹏（鲁广南校区）,民营公司,150-500人,教育/培训/院校,1-1.5万/月,武汉,3-4年经验,大专,招2人,03-24发布,五险一金;专业培训;绩效奖金;年终奖金,3,10,15,1
621,736,Java开发工程师,陕西元信软件有限责任公司,民营公司,少于50人,计算机服务(系统、数据服务、维修),0.7-1.2万/月,西安,3-4年经验,本科,招6人,03-24发布,五险一金;补充医疗保险;员工旅游;交通补贴;餐饮补贴;通讯补贴;绩效奖金;年终奖金,3,7,12,1
622,737,Java开发工程师,杭州选服科技有限公司,民营公司,少于50人,服装/纺织/皮革,1-1.5万/月,湖州,2年经验,大专,招4人,03-24发布,五险一金;提供宿舍包住;绩效奖金;年终奖金;员工旅游,3,10,15,1
623,738,Java开发工程师,深圳市微科创源科技有限公司,民营公司,少于50人,计算机软件,1-1.5万/月,深圳,3-4年经验,大专,招1人,03-24发布,五险一金;年终奖金;绩效奖金,3,10,15,1
624,740,Java中级开发工程师,北京市易诚互动网络技术有限公司,民营公司,1000-5000人,计算机软件,1-1.5万/月,长沙,无工作经验,本科,招若干人,03-24发布,五险一金;员工旅游;绩效奖金;专业培训;通讯补贴;餐饮补贴,3,10,15,1
625,741,Java开发工程师,上海阳杰汽配有限公司,民营公司,150-500人,汽车及零配件,0.6-1万/月,郑州,3-4年经验,大专,招2人,03-24发布,五险一金;专业培训;员工旅游;年度体检;包吃包住;绩效奖金,3,6,10,1
626,742,Java开发工程师（中级）,上海新享智云智能科技有限公司,民营公司,150-500人,计算机软件,1.5-3万/月,上海,3-4年经验,大专,招20人,03-24发布,五险一金;员工旅游;弹性工作;年终奖金;餐饮补贴;绩效奖金,3,15,30,1
627,743,Java开发工程师,天创瑞华（北京市）科技有限公司,民营公司,少于50人,计算机软件,1-2万/月,北京市,3-4年经验,本科,招1人,03-24发布,餐饮补贴;年终奖金;五险一金,3,10,20,1
628,744,java研发工程师,山东信德软件有限公司,民营公司,少于50人,计算机软件,0.5-1万/月,潍坊,2年经验,本科,招5人,03-24发布,五险一金;年底双薪;项目奖金;每年多次调薪;定期体检,3,5,10,1
629,745,Java后台开发工程师,武汉盈力科技股份有限公司,民营公司,150-500人,计算机软件,1.5-2万/月,武汉,5-7年经验,本科,招3人,03-24发布,五险一金;股票期权;年终奖金;绩效奖金;出国机会;专业培训;定期体检;弹性工作;员工旅游;补充医疗保险,3,15,20,1
630,746,Java讲师,南京市艾瑞职业培训学校,民营公司,少于50人,教育/培训/院校,1.5-2万/月,成都,3-4年经验,大专,招2人,03-24发布,五险一金;交通补贴;餐饮补贴;专业培训;年终奖金;员工旅游;出国机会,3,15,20,1
631,747,Java开发工程师,无锡泛太科技有限公司,民营公司,少于50人,计算机软件,0.8-1万/月,无锡,无工作经验,不限学历,招若干人,03-24发布,五险一金;绩效奖金,3,8,10,1
632,748,Java高级开发工程师,成都骅光医疗器械有限公司,民营公司,500-1000人,医疗设备/器械,1-2万/月,成都,3-4年经验,大专,招2人,03-24发布,带薪年假;五险一金;专业培训;交通补贴;餐饮补贴;加班补贴;通讯补贴;包吃;包住宿,3,10,20,1
633,749,中、高级java开发（立咕运动）,深圳中琛源科技股份有限公司,上市公司,150-500人,互联网/电子商务,1.5-2万/月,深圳,无工作经验,大专,招5人,03-24发布,五险一金;绩效奖金;员工旅游;年终奖金;定期体检;专业培训,3,15,20,1
634,750,Java开发工程师,湖南仟丰电子商务有限公司,民营公司,少于50人,互联网/电子商务,0.7-1万/月,长沙,3-4年经验,大专,招2人,03-24发布,住房补贴;餐饮补贴;生日福利;员工旅游,3,7,10,1
635,751,Java开发工程师,深圳博上科技有限公司,民营公司,150-500人,贸易/进出口,6-8千/月,深圳,无工作经验,大专,招2人,03-24发布,五险一金,2,6,8,1
636,752,Java中级开发工程师,广州黑胡子游戏开发有限公司,民营公司,150-500人,网络游戏,1-2万/月,广州,3-4年经验,大专,招1人,03-24发布,五险一金;绩效奖金;年终奖金;餐饮补贴;全勤奖;节日福利;生日礼金,3,10,20,1
637,753,Java开发工程师（西城）,远光软件股份有限公司北京市分公司,民营公司,1000-5000人,计算机软件,1.5-2万/月,北京市,3-4年经验,本科,招5人,03-24发布,大平台;行业领先;六险一金;绩效奖金;年终奖金,3,15,20,1
638,754,Java开发工程师,深圳市洋葱电子商务有限公司,创业公司,500-1000人,互联网/电子商务,0.7-1.5万/月,深圳,3-4年经验,大专,招1人,03-24发布,绩效奖金;年终奖金;股票期权,3,7,15,1
639,755,高级Java开发工程师,广州亚美信息科技有限公司,民营公司,500-1000人,互联网/电子商务,1.5-2万/月,广州,5-7年经验,本科,招1人,03-24发布,绩效奖金;五险一金;专业培训;带薪年假;年终奖金;弹性工作;员工旅游;定期体检;节日福利;做五休二,3,15,20,1
640,756,Java开发工程师,辽宁大鱼文化传播有限公司,民营公司,50-150人,影视/媒体/艺术/文化传播,0.8-1万/月,沈阳,3-4年经验,大专,招2人,03-24发布,五险一金;员工旅游;绩效奖金;年终奖金;股票期权;专业培训,3,8,10,1
641,758,Java开发工程师,上海致融信息科技有限公司,合资,50-150人,计算机软件,0.6-1万/月,南京,2年经验,本科,招10人,03-24发布,五险一金;绩效奖金;年终奖金;弹性工作,3,6,10,1
642,759,Java开发实习生,成都星杰电子商务有限公司,民营公司,少于50人,互联网/电子商务,3-4.5千/月,成都,无工作经验,大专,招3人,03-24发布,五险一金;绩效奖金;年终奖金;员工旅游;交通补贴;餐饮补贴;专业培训;出国机会;定期体检,2,3,4.5,1
643,760,Java开发工程师,福州富应成智能科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,0.6-1万/月,福州,无工作经验,不限学历,招3人,03-24发布,五险一金;员工旅游;绩效奖金;年终奖金,3,6,10,1
644,761,Java工程师（财务金融）(YFSZ-I3007),深圳市万邑通信息科技有限公司,民营公司,500-1000人,互联网/电子商务,2-3万/月,深圳,5-7年经验,本科,招1人,03-24发布,五险一金;补充公积金;交通补贴;餐饮补贴;股票期权;弹性工作;定期体检,3,20,30,1
